"Orthogroup"	"Kluyveromyces_marxianus_DMKU3_1042"	"Saccharomyces_cerevisiaeS288c"	"Scheffersomyces_stipitis_CBS6054"	"Schizosaccharomyces_pombe_972"
"OG0001961"	"W0TC65"	"Q03954"	"A3LXI0"	"Q50HP3"
"OG0001962"	"W0T5T7"	"Q12420"	"A3LVL6"	"O94538"
"OG0001963"	"W0TAM7"	"P22276"	"A3LP81"	"Q10233"
"OG0001964"	"W0T3Y8"	"P04802"	"A3LQU4"	"O74407"
"OG0001965"	"W0TF28"	"P36166"	"A3LYJ2"	"O74398"
"OG0001966"	"W0TFX9"	"P40016"	"A3LRF1"	"O42897"
"OG0001967"	"W0TE34"	"P53600"	"A3M0E2"	"O74891"
"OG0001968"	"W0TF63"	"P34243"	"A3LWR7"	"O94247"
"OG0001969"	"W0TEY0"	"P50076"	"A3LRZ3"	"Q10254"
"OG0001970"	"W0T8R6"	"P29469"	"A3M0C1"	"P40377"
"OG0001971"	"W0T4R5"	"P12709"	"A3LXX9"	"P78917"
"OG0001972"	"W0TA86"	"Q06632"	"A3GGN7"	"O74733"
"OG0001973"	"W0TDS7"	"P47089"	"A3LSY0"	"O42929"
"OG0001974"	"W0TFT8"	"Q07395"	"A3LSF9"	"Q9P7W7"
"OG0001975"	"W0TGA1"	"Q6Q547"	"A3LZ07"	"Q9P7M5"
"OG0001976"	"W0TCH6"	"P47173"	"A3LW33"	"P41888"
"OG0001977"	"W0T7N2"	"P14063"	"A3LRM8"	"Q9UR27"
"OG0001978"	"W0TCS2"	"Q06543"	"A3GEZ2"	"O14443"
"OG0001979"	"W0TD25"	"P53923"	"A3M0F4"	"Q9UUC7"
"OG0001980"	"W0T7A3"	"Q12114"	"A3LT59"	"Q92357"
"OG0001981"	"W0T6C1"	"P20424"	"A3LXN7"	"P21565"
"OG0001982"	"W0TEI4"	"Q06836"	""	"O13817 Q10491"
"OG0001983"	"W0TJQ0"	"P47085"	"A3LWQ7"	"Q10212"
"OG0001984"	"W0THL8"	"P35732"	"A3GGA0"	"O43024"
"OG0001985"	"W0TEQ6"	"Q06511"	"A3LU61"	"Q9UTD7"
"OG0001986"	"W0T406"	"P38814 P42223"	"A3GF10"	""
"OG0001987"	"W0T4H1"	"Q12232"	"A3LQA0"	"O59729"
"OG0001988"	"W0T7X9"	"Q06631"	"A3GIA8"	"Q9US05"
"OG0001989"	"W0TB03"	"P40081"	"A3LZY9"	"O94279"
"OG0001990"	"W0TC59"	"P12887"	"A3LQ24"	"O74834"
"OG0001991"	"W0T5G4"	"P53686"	"A3LV83"	"Q9USN7"
"OG0001992"	"W0TD60"	"P53738"	"A3LU03"	"Q09723"
"OG0001993"	"W0T8X0"	"P36527"	"A3LQD4"	"O14181"
"OG0001994"	"W0TDM4"	"P32388"	"A3LWC3"	"C6Y4D2"
"OG0001995"	"W0T6B1"	"P28006 Q06216"	"A3LWA6"	""
"OG0001996"	"W0TFY9"	"P47128"	"A3LQD5"	"O14240"
"OG0001997"	"W0TER0"	"P12695"	"A3LSC7"	"O59816"
"OG0001998"	"W0TF00"	"P53009"	"A3GG28"	"Q9P7X5"
"OG0001999"	"W0TEP9"	"P48445"	"A3GID1"	"O14353"
"OG0002000"	"W0T8T8"	"P25641"	"A3LV34"	"O13934"
"OG0002001"	"W0TEY5"	"Q08924"	"A3LTD6"	"Q9USZ0"
"OG0002002"	"W0TH37"	"P38042"	"A3M0F8"	"P10505"
"OG0002003"	"W0TEA2"	"Q05580"	"A3LV07"	"Q76PD2"
"OG0002004"	"W0T5R0"	"P53096"	"A3LP41"	"O13298"
"OG0002005"	"W0T3Y2"	"Q03557"	"A3LNS1"	"O94509"
"OG0002006"	"W0T8V6"	"Q12158"	"A3GIB1"	"P30776"
"OG0002007"	"W0T5Z1"	"P35127"	"A3LQI3"	"Q10171"
"OG0002008"	"W0TAX8"	"Q08962"	"A3LT92"	"Q1MTQ9"
"OG0002009"	"W0T602"	"Q12404"	"A3LVR0"	"O13704"
"OG0002010"	"W0T7T5"	"P17891"	"A3GGE6"	"Q9USP6"
"OG0002011"	"W0TAR3"	"P48240"	"A3LQW5"	"Q9P7R3"
"OG0002012"	"W0TDX1"	"P38070"	"A3LQI1"	"Q12706"
"OG0002013"	"W0T2B8"	"P08465"	"A3LR19"	"O60062"
"OG0002014"	"W0TEP4"	"P38827"	"A3LX95"	"Q9Y7R4"
"OG0002015"	"W0TH68"	"P87108"	"A3GGM9"	"Q9UTE9"
"OG0002016"	"W0T706"	"P42949"	"A3GGT6"	"Q9C1W5"
"OG0002017"	"W0TDE2"	"P09547"	"A3LSS2"	"O74365"
"OG0002018"	"W0T948"	"P32564 Q06485"	"A3LW53"	""
"OG0002019"	"W0TIY9"	"P18408"	"A3LZM8"	"Q10270"
"OG0002020"	"W0TAA8"	"Q01163"	"A3LT91"	"O59677"
"OG0002021"	"W0T4K3"	"P20433"	"A3LU87"	"O74825"
"OG0002022"	"W0TCS4"	"Q08235"	"A3GHZ3"	"Q9HGL6"
"OG0002023"	"W0TB79"	"P15496"	"A3GGJ6"	"Q10132"
"OG0002024"	"W0TCR4"	"P25301"	"A3LTU6"	"Q9UUL2"
"OG0002025"	"W0TH21"	"P38211"	"A3LXD7"	"Q09712"
"OG0002026"	"W0TCU2"	"P33204"	"A3LXR4"	"Q92352"
"OG0002027"	"W0TDL6"	"Q12367"	"A3LUL2"	"P87241"
"OG0002028"	"W0TBS5"	"P47160"	"A3LUL4"	"P78813"
"OG0002029"	"W0TEV7"	"P36097"	"A3LRE4"	"O94600"
"OG0002030"	"W0TGZ5"	"P00899"	"A3M0I8"	"O94582"
"OG0002031"	"W0THW8"	"P47156"	"A3LST7"	"Q9US53"
"OG0002032"	"W0TA92"	"P38783"	"A3GFF4"	"O74972"
"OG0002033"	"W0TA25"	"Q06063"	"A3LZG1"	"O74553"
"OG0002034"	"W0TBC7"	"P38972"	"A3LP60"	"O14228"
"OG0002035"	"W0T8Q4"	"Q07623"	"A3LNM4"	"Q9Y7Y3"
"OG0002036"	"W0TBV7"	"P00572"	"A3GHQ3"	"P36590"
"OG0002037"	"W0TD38"	"P53915"	"A3M083"	"Q9C0W1"
"OG0002038"	"W0TB76"	"P53206"	"A3LRL7"	"P87131"
"OG0002039"	"W0T4B1"	"P36046"	"A3LX27"	"P87059"
"OG0002040"	"W0T4U2"	"P21825"	"A3LXK7"	"O13787"
"OG0002041"	"W0TF69"	"P28005"	"A3LUC3"	"Q9UU90"
"OG0002042"	"W0T7J7"	"Q07830"	"A3LRR6"	"O13663"
"OG0002043"	"W0T7A0"	"P53136"	"A3LVX0"	"O94698"
"OG0002044"	"W0TEI5"	"P47171"	"A3GEV5"	"P87315"
"OG0002045"	"W0TI09"	"P25626"	"A3LX10"	"Q9UT87"
"OG0002046"	"W0T9T0"	"P08566"	"A3LSZ2"	"Q9P7R0"
"OG0002047"	"W0TG16"	"Q08278"	"A3LZW1"	"O60104"
"OG0002048"	"W0TK86"	"P36012"	"A3LP50"	"Q9Y812"
"OG0002049"	"W0TEZ2"	"P32873"	"A3GGJ3"	"Q10164"
"OG0002051"	"W0TKL4"	"P04051"	"A3GEY3"	"O94666"
"OG0002052"	"W0TG20"	"P42842"	"A3LW97"	"O36033"
"OG0002053"	"W0T6T0"	"P40339"	"A3GID9"	"O94449"
"OG0002054"	"W0T8K9"	"Q08693 Q08919"	"A3LSU5"	""
"OG0002055"	"W0T9K9"	"P53184"	"A3LY76"	"Q9USS0"
"OG0002056"	"W0TDD9"	"P11353"	"A3LZU4"	"Q9UTE2"
"OG0002057"	"W0T461"	"P29366"	"A3GGC1"	"P40996"
"OG0002058"	"W0TA28"	"P04037"	"A3LRP0"	"P79010"
"OG0002059"	"W0T8T5"	"P25336"	"A3LU10"	"P26359"
"OG0002060"	"W0TC55"	"Q03246"	"A3LSV5"	"Q9UUB0"
"OG0002061"	"W0T8J5"	"Q07896"	"A3LY48"	"O94288"
"OG0002062"	"W0T2X5"	"P53853"	"A3LY06"	"Q9HGN2"
"OG0002063"	"W0T993"	"Q12060"	"A3LNV1"	"O94301"
"OG0002064"	"W0TG49"	"P53729"	"A3LSM1"	"O74310"
"OG0002065"	"W0T9B4"	"P33307"	"A3LWX0"	"O13671"
"OG0002066"	"W0T8Y5"	"Q07959"	"A3LRJ5"	"Q09910"
"OG0002067"	"W0TAX2"	"P32599"	"A3LXP8"	"O59945"
"OG0002068"	"W0TA54"	"P38698"	"A3LW30"	"O14094"
"OG0002069"	"W0T900"	"Q07794"	"A3LS07"	"Q9Y7Y5"
"OG0002070"	"W0T7Z2"	"Q06640"	"A3GFY0"	"O14235"
"OG0002071"	"W0TC02"	"P53239"	"A3LNS9"	"O94587"
"OG0002072"	"W0TJB2"	"P41821"	"A3LVI0"	"Q10063"
"OG0002073"	"W0TGY3"	"Q12136"	"A3GGF1"	"Q1MTS0"
"OG0002074"	"W0T9W1"	"P13188"	"A3LWA5"	"Q9Y7Y8"
"OG0002075"	"W0TAK3"	"P33412"	"A3LMY4"	"Q9UTI6"
"OG0002076"	"W0T8Q9"	"Q12049"	"A3LQI4"	"Q1MTP1"
"OG0002077"	"W0TAQ5"	"P38345"	"A3LUM4"	"C6Y4C4"
"OG0002078"	"W0TF26"	"Q06683"	"A3LR22"	"Q1MTR1"
"OG0002079"	"W0TCH8"	"P46959"	"A3LYA6"	"O14307"
"OG0002080"	"W0T9M7"	"P08431"	"A3LR66"	"Q9HDU5"
"OG0002081"	"W0TER1"	"Q02336"	"A3LQF2"	"Q9P7J7"
"OG0002082"	"W0T5P8"	"P25294"	"A3LXZ2"	"Q09912"
"OG0002083"	"W0TBT1"	"Q06142"	"A3LR72"	"O13864"
"OG0002084"	"W0TCT9"	"P40164"	"A3LR76"	"Q9Y7J8"
"OG0002085"	"W0T7S9"	"P28627"	"A3LRE6"	"O74800"
"OG0002086"	"W0TBY0"	"P21268"	"A3GEX8 A3M0M2"	""
"OG0002087"	"W0TF37"	"P22353"	"A3LYY6"	"O94345"
"OG0002088"	"W0TA33"	"P35207"	"A3LZ34"	"O59801"
"OG0002089"	"W0T5N9"	"P03962"	"P49434"	"P14965"
"OG0002090"	"W0TBR2"	"P36132"	"A3LS68"	"O94637"
"OG0002091"	"W0TDI7"	"P05747"	"A3GFN8"	"Q92366"
"OG0002092"	"W0TDA0"	"Q04767"	"A3LPS1"	"O74375"
"OG0002093"	"W0T6H0"	"P53894"	"A3LQA3"	"O13310"
"OG0002094"	"W0TD69"	"P54885"	"A3LZI8"	"Q9UT44"
"OG0002095"	"W0TEZ8"	"P11325"	"A3LRH3"	"Q09828"
"OG0002096"	"W0TAJ5"	"P42844"	"A3LWI6"	"Q09759"
"OG0002097"	"W0TEM4"	"P40151"	"A3LXJ6"	"O13984"
"OG0002098"	"W0T5T6"	"P40032"	"A3GF88"	"Q11120"
"OG0002099"	"W0TDW2"	"P53538"	"A3LQU1"	"O42868"
"OG0002100"	"W0TGH2"	"P53959"	"A3LT37"	"O94677"
"OG0002101"	"W0TC74"	"P54837"	"A3LQ17"	"O13946"
"OG0002102"	"W0T2W9"	"Q12040"	"A3GFD4"	"O94461"
"OG0002103"	"W0TBU0"	"P53265"	"A3GF38 A3LVE4"	""
"OG0002104"	"W0TGH7"	"Q06549"	"A3GEY6"	"Q09190"
"OG0002105"	"W0TBQ0"	"P25338"	"A3LRN5"	"O13737"
"OG0002106"	"W0T5R3"	"P43535"	"A3GFD8"	"O59672"
"OG0002107"	"W0TD99"	"P46969"	"A3M0L9"	"O14105"
"OG0002108"	"W0THS3"	"P38088"	"A3GFY3"	"Q10179"
"OG0002109"	"W0T980"	"Q12452"	"A3LXN4"	"O74732"
"OG0002110"	"W0T843"	"P25631"	"A3LYB7"	"Q9UU77"
"OG0002111"	"W0T744"	"Q03010 Q12206 Q12363"	""	""
"OG0002112"	"W0T5N0"	"P39990"	"A3GHK4"	"O74690"
"OG0002113"	"W0T7Q8"	"P53981"	"A3LYD1"	"Q9P6N2"
"OG0002114"	"W0T8A3"	"Q04935"	"A3LWJ1"	"G2TRP9"
"OG0002115"	"W0TDE4"	"Q03201"	"A3GEX3"	"O60186"
"OG0002116"	"W0T8L3 W0TAK9"	"P32334 P41809"	""	""
"OG0002117"	"W0TFS4"	"Q06668"	"A3LTN7"	"O43033"
"OG0002118"	"W0T3I6"	"P28263"	"A3LRC8"	"Q9P7R4"
"OG0002119"	"W0T5H3"	"P25648"	"A3GF47"	"Q9P6L8"
"OG0002120"	"W0TEG3"	"P36076"	"A3GFE8 A3LXS0"	""
"OG0002121"	"W0T742"	"Q99216"	"A3GI99"	"O14044"
"OG0002122"	"W0T8A5"	"Q03290"	"A3LZ78"	"O94684"
"OG0002123"	"W0T632"	"P49960"	"A3LV94"	"Q9USY2"
"OG0002124"	"W0TA85"	"Q04183"	"A3GI78"	"O14251"
"OG0002125"	"W0T403"	"P40099"	"A3LUI4"	"Q9P7W2"
"OG0002126"	"W0T302"	"P27680"	"A3LV45"	"O74421"
"OG0002127"	"W0TAX9"	"Q12283"	"A3LP92"	"O13698"
"OG0002128"	"W0TG54"	"Q06835"	"A3LVZ2"	"Q9UTB8"
"OG0002129"	"W0TGK3"	"P40161"	"A3LUQ9"	"Q92348"
"OG0002130"	"W0T677"	"P54861"	"A3LNY6"	"Q09748"
"OG0002131"	"W0TGI6"	"Q03503"	"A3GG95"	"O74311"
"OG0002132"	"W0T8J6"	"P38298 Q02896"	"A3LZN0"	""
"OG0002133"	"W0TE90"	"Q12383"	"A3LXS6"	"Q9UTH1"
"OG0002134"	"W0TFJ4"	"Q12277"	"A3LS49"	"O60124"
"OG0002135"	"W0TK77"	"Q04372"	"A3GGA4"	"Q9Y7T1"
"OG0002136"	"W0T704"	"P06773"	"A3GGU7"	"O43012"
"OG0002137"	"W0TD43"	"P21304"	"A3GGB8"	"Q9P775"
"OG0002138"	"W0TG78"	"P32939"	"A3LTR3"	"O94655"
"OG0002139"	"W0TDL8"	"P33333"	"A3LUD6"	"Q9US20"
"OG0002140"	"W0TDH2"	"P33317"	"A3GFI7"	"Q9P6Q5"
"OG0002141"	"W0TIS0"	"P40527"	"A3GGR7"	"Q10309"
"OG0002142"	"W0TAE0"	"Q12532"	"A3LV82"	"Q9USN8"
"OG0002143"	"W0TB75"	"P32875"	"A3GGJ5"	"O13642"
"OG0002144"	"W0T5J0"	"P40343"	"A3LX75"	"O13821"
"OG0002145"	"W0T4C3"	"P20051"	"A3LVA3"	"Q9UTI0"
"OG0002146"	"W0T7G1"	"P07143"	"A3GG59"	"O59680"
"OG0002147"	"W0T794"	"Q12165"	"A3GIB3"	"Q9P6R6"
"OG0002148"	"W0TCL0"	"P50077"	"A3GFK3"	"O14234"
"OG0002149"	"W0T9M9"	"Q07804 Q07950"	"A3LVV2"	""
"OG0002150"	"W0T9Y2"	"P40050"	"A3LW58"	"O60142"
"OG0002151"	"W0T8M0"	"P15179"	"A3LXG1"	"O94242"
"OG0002152"	"W0TC71"	"P35197"	"A3LR74"	"O94601"
"OG0002153"	"W0TG07"	"P40345"	"A3LX86"	"O94680"
"OG0002154"	"W0T9X2"	"P26754"	"A3LYC8"	"Q92373"
"OG0002155"	"W0TEX3"	"P36101"	"A3LMZ4"	"O13861"
"OG0002156"	"W0TCR8"	"P21242"	"A3LY31"	"O59770"
"OG0002157"	"W0TF88"	"Q05958 Q12151"	"A3LQE0"	""
"OG0002158"	"W0TCE8"	"P38349 P47049"	"A3LRC2"	""
"OG0002159"	"W0TAY5"	"Q08548"	"A3LYF5"	"O42916"
"OG0002160"	"W0T4P3"	"P53904"	"A3LR02"	"Q10235"
"OG0002161"	"W0T752"	"P53146"	"A3LT73"	"O13785"
"OG0002162"	"W0T7D2"	"P35198 Q02794"	"A3GEU7"	""
"OG0002163"	"W0T7E2"	"P35996"	"A3LWK9"	"O94292"
"OG0002164"	"W0T6J2"	"P40015"	"A3LY15"	"O74369"
"OG0002165"	"W0TFW6"	"P09624"	"A3LYY5"	"O00087"
"OG0002166"	"W0TAG0"	"P16120"	"A3LVC4"	"Q42598"
"OG0002167"	"W0T6V4"	"Q06217"	"A3LW18"	"O14036"
"OG0002168"	"W0T689"	"P39520 Q04930"	"A3LVP4"	""
"OG0002169"	"W0TBB3"	"P40367"	"A3GG07"	"Q09782"
"OG0002170"	"W0TJX5"	"P53633"	"A3LQI8"	"Q9UUN5"
"OG0002171"	"W0TCX4"	"P22138"	"A3LWA8"	"Q9P7X8"
"OG0002172"	"W0T8K2"	"P46948"	"A3GGM6"	"O42872"
"OG0002173"	"W0TE81"	"Q02159"	"A3LS38"	"O00102"
"OG0002174"	"W0T289"	"P25566"	"A3GGS2"	"Q9Y7K1"
"OG0002175"	"W0T8A1"	"P06106"	"A3LST3"	"O13326"
"OG0002176"	"W0TC50"	"P35187"	"A3LYJ6"	"Q09811"
"OG0002177"	"W0T4W4"	"P38873"	"A3GFX3"	"P87141"
"OG0002178"	"W0TFH5"	"Q06508"	"A3LXE8"	"Q9US27"
"OG0002179"	"W0TA23"	"P25847"	"A3LZN1"	"O74773"
"OG0002180"	"W0TFR9"	"P41814"	"A3M090"	"Q9HGL4"
"OG0002181"	"W0T6Z2"	"P05750"	"A3LP59"	"O60128"
"OG0002182"	"W0TC26"	"P32494"	"A3LXK0"	"Q9USU8"
"OG0002183"	"W0TCN2"	"P38812"	"A3LV06"	"Q9Y7U3"
"OG0002184"	"W0TEU7"	"Q12052"	"A3LT64"	"Q09814"
"OG0002185"	"W0TFW3"	"P53933"	"A3LP16"	"Q9HGP1"
"OG0002186"	"W0T8H4"	"P36039"	"A3LWJ0"	"Q9P787"
"OG0002187"	"W0T4H2"	"Q04991"	"A3LP62 A3LVG6"	""
"OG0002188"	"W0TCR6"	"P07264"	"A3GH13"	"O14289"
"OG0002189"	"W0TG33"	"Q12483"	"A3LX04"	"O94663"
"OG0002190"	"W0TAX7"	"Q12090"	"A3GHV0"	"Q9P7H2"
"OG0002191"	"W0T9N2"	"Q12287"	"A3LN19"	"Q9P7Z7"
"OG0002192"	"W0T724"	"Q08096"	"A3LYF2"	"Q09870"
"OG0002193"	"W0T8V5"	"Q03012"	"A3LXJ5"	"O74508"
"OG0002194"	"W0T3L7"	"P25588"	"A3LNJ7"	"Q9P7T4"
"OG0002195"	"W0TH92"	"Q12181"	"A3LMT4"	"O94613"
"OG0002196"	"W0TCQ7"	"P53178"	"A3LX82"	"O14190"
"OG0002197"	"W0TIM8"	"P37366"	"A3LRD0"	"P36613"
"OG0002198"	"W0TGR7"	"Q05123"	"A3LP52"	"Q9UTQ7"
"OG0002199"	"W0TAD7"	"P53070"	"A3LWW5"	"O13670"
"OG0002200"	"W0TEM6"	"P53927"	"A3LSC1"	"O74978"
"OG0002201"	"W0TBR8"	"P57743"	"A3LYZ0"	"Q9Y7M4"
"OG0002202"	"W0T8P1"	"P07244"	"A3LWV7"	"P20772"
"OG0002203"	"W0T589"	"Q03193"	"A3GEV6"	"Q10227"
"OG0002204"	"W0THH1"	"Q12093"	"A3GGU9"	"O13947"
"OG0002205"	"W0TIJ1"	"P47148"	"A3LPR1"	"O74758"
"OG0002206"	"W0TFP9"	"P53954"	"A3LTA7"	"O74878"
"OG0002207"	"W0TG98 W0TH42 W0TJQ5"	"P39106"	""	""
"OG0002208"	"W0T7C7"	"P13711"	"A3GH96 A3GH98"	""
"OG0002209"	"W0TBS3"	"Q06672"	"A3LX70"	"Q9UUA9"
"OG0002210"	"W0T6Z8"	"Q08204"	"A3LQV2"	"O13710"
"OG0002211"	"W0TJB7"	"Q12408"	"A3M0G4"	"Q9C0X9"
"OG0002212"	"W0T6Q9"	"P25332"	"A3GI10"	"O60116"
"OG0002213"	"W0TGI1"	"P38254"	"A3GG98"	"Q10438"
"OG0002214"	"W0T8S7"	"P39008"	"A3LRK0"	"O74856"
"OG0002215"	"W0TAC9"	"P53072"	"A3LPJ0"	"P87151"
"OG0002216"	"W0T4V4"	"P38869"	"A3LRS5"	"Q1MTR8"
"OG0002217"	"W0T3N4"	"Q04430"	"A3LRL5"	"O74962"
"OG0002218"	"W0T9E7"	"Q04477"	"A3LRM9"	"Q9UST6"
"OG0002219"	"W0T7J8"	"P22215"	"A3LUU7"	"O94695"
"OG0002220"	"W0T8B9"	"P32789 P43633"	""	"O13924"
"OG0002221"	"W0T3R3"	"Q06412"	"A3LXB3"	"Q9Y7U5"
"OG0002222"	"W0TEP0"	"Q08965"	"A3LUF6"	"O94653"
"OG0002223"	"W0TK37"	"Q12511"	"A3LZ31"	"O14189"
"OG0002224"	"W0TFV5"	"Q08230"	"A3GHR8"	"Q10440"
"OG0002225"	"W0T5N3"	"Q04868"	"A3LSZ0"	"O74385"
"OG0002226"	"W0T2B3"	"Q06287"	"A3LNK3"	"Q10107"
"OG0002227"	"W0T971"	"Q12743"	"A3GIB6"	"Q9Y7Y0"
"OG0002228"	"W0TA04"	"Q99181"	"A3LYC2"	"O14102"
"OG0002229"	"W0TCJ9"	"P41810"	"A3M067"	"Q9UUF7"
"OG0002230"	"W0T4D1"	"P25369"	"A3LU24"	"P87308"
"OG0002231"	"W0T3X2"	"P00958"	"A3LNS2"	"Q9UUF2"
"OG0002232"	"W0T2V1"	"Q04172"	"A3LNB6"	"Q9P6N3"
"OG0002233"	"W0TDA5"	"P36100"	"A3GHL9"	"Q9P3W1"
"OG0002234"	"W0T7K1"	"P23561"	"A3LRR0"	"P28829"
"OG0002235"	"W0TAJ7"	"P20447"	"A3LRW2"	"Q10202"
"OG0002236"	"W0TC75"	"Q06679"	"A3GHB2"	"O60161"
"OG0002237"	"W0T730"	"P07560"	"A3LV89"	"P17609"
"OG0002238"	"W0TCL8"	"P38994"	"A3LZY0"	"O13853"
"OG0002239"	"W0TD47"	"Q05779"	"A3GGY4"	"O13850"
"OG0002240"	"W0TFZ8"	"P54839"	"A3LS47"	"P54874"
"OG0002241"	"W0T5F2"	"P38995"	"A3LVL5"	"O59666"
"OG0002242"	"W0TDD3"	"P53193"	"A3LMY1"	"Q9UTL6"
"OG0002243"	"W0T2S6"	"P38633"	"A3LYM6"	"Q9USH1"
"OG0002244"	"W0TF05"	"P00445"	"A3LTJ0"	"P28758"
"OG0002245"	"W0TH09"	"Q04511"	"A3GG13"	"Q9P7W4"
"OG0002246"	"W0TFV3"	"P48231 Q12466"	"A3LYS2"	""
"OG0002247"	"W0TE76"	"P38195 P47152"	"A3LPG8"	""
"OG0002248"	"W0T917"	"Q03860"	"A3GEX6"	"O14223"
"OG0002249"	"W0TC11"	"Q05022"	"A3LTH8"	"O74835"
"OG0002250"	"W0TG01"	"P35691"	"A3LXS7"	"Q10344"
"OG0002251"	"W0T3E2"	"P04046"	"A3LWX2"	"P41390"
"OG0002252"	"W0TBG0"	"P06100"	"A3GFC4"	"P87240"
"OG0002253"	"W0TAC4"	"P43611 P53075"	"A3M038"	""
"OG0002254"	"W0TC96"	"Q04370"	"A3LN22"	"Q8TFH8"
"OG0002255"	"W0T6Z9"	"P53883"	"A3LZJ7"	"Q09100"
"OG0002256"	"W0T7E4"	"Q08422"	"A3LUM9"	"O94338"
"OG0002257"	"W0T749"	"P20436"	"A3LP63"	"Q92399"
"OG0002258"	"W0T3Z7"	"Q3E731"	"A3GI27"	"O14056"
"OG0002259"	"W0T6F6"	"Q12500"	"A3LPG1"	"O13943"
"OG0002260"	"W0TEL0"	"P39729"	"A3LPM3"	"Q9UT21"
"OG0002261"	"W0TA75"	"P47163"	"A3LMU9"	"O14118"
"OG0002262"	"W0TBC1"	"Q07825"	"A3LMX4"	"Q09795"
"OG0002263"	"W0TB69"	"Q06132"	"A3M0D6"	"O13971"
"OG0002264"	"W0TBR4"	"P53257"	"A3LVX1"	"O94370"
"OG0002265"	"W0T2P5"	"P33330"	"A3LW21"	"Q10349"
"OG0002266"	"W0TA99"	"Q12386"	"A3GFF1"	"Q9US07"
"OG0002267"	"W0T6X8"	"Q08232"	"A3LZT8"	"Q9UTK7"
"OG0002268"	"W0T931"	"P34252"	"A3LQS8"	"O14216"
"OG0002269"	"W0TBZ9"	"P33895"	"A3LZ64"	"Q10173"
"OG0002270"	"W0T6S3"	"Q00362"	"A3LRP2"	"Q12702"
"OG0002271"	"W0T7M0"	"P07342"	"A3LUG6"	"P36620"
"OG0002272"	"W0TEQ9"	"P35688"	"A3GH21"	"O43052"
"OG0002273"	"W0TE26"	"P06242"	"A3LNM7"	"Q12126"
"OG0002274"	"W0TE56"	"P40957"	"A3GI68"	"P87169"
"OG0002275"	"W0TAI7"	"P23639"	"A3LS43"	"O94579"
"OG0002276"	"W0T639"	"P53733"	"A3LSJ1"	"Q9US30"
"OG0002277"	"W0TBL5"	"P53037"	"A3LNS3"	"O14111"
"OG0002278"	"W0T4R3"	"P39682"	"A3LRM5"	"O74970"
"OG0002279"	"W0TDB5"	"P40555"	"A3GFM7"	"O94393"
"OG0002280"	"W0T886"	"P50108"	"A3LSS1"	"P78817"
"OG0002281"	"W0T498"	"P38295 Q02891"	"A3LXL2"	""
"OG0002282"	"W0T9B8"	"P53065"	"A3M0L7"	"O42912"
"OG0002283"	"W0TAT1"	"Q12009"	"A3LS77"	"Q96WV1"
"OG0002284"	"W0TA98"	"P53165"	"A3LT97"	"O94397"
"OG0002285"	"W0T6V9 W0T7H7"	"P36044 P40355"	""	""
"OG0002286"	"W0TDP3"	"P04801"	"A3LWK8"	"P87144"
"OG0002287"	"W0TGZ0"	"P42941"	"A3LND7"	"O74382"
"OG0002288"	"W0TD68"	"P53201"	"A3GH16"	"O14308"
"OG0002289"	"W0TE63"	"Q02783"	"A3LV64"	"P87149"
"OG0002290"	"W0TCT0"	"P38987"	"A3LX68"	"P87027"
"OG0002291"	"W0T8F2"	"P43123"	"A3LVQ3"	"O94617"
"OG0002292"	"W0TAB9"	"P53549"	"A3M0A5"	"O74445"
"OG0002293"	"W0TDH8"	"P32496"	"A3LU02"	"P50524"
"OG0002294"	"W0TFD5"	"P48234"	"A3LY74"	"O74879"
"OG0002295"	"W0TF84"	"P31412"	"A3LTT7"	"Q9HDW6"
"OG0002296"	"W0TGZ9"	"Q3E829"	"A3GI84"	"O74896"
"OG0002297"	"W0TCQ4"	"P41920"	"A3GH31"	"Q09717"
"OG0002298"	"W0TIE6"	"P02557"	"A3LX42"	"P05219"
"OG0002299"	"W0T9F4"	"P38999"	"A3LQ43"	"O59711"
"OG0002301"	"W0TG30"	"P40041 P40522"	"A3GH38"	""
"OG0002302"	"W0TF16"	"P47048"	"A3GF67"	"O94730"
"OG0002303"	"W0TFG2"	"P38221"	"A3LVH0"	"Q9P381"
"OG0002304"	"W0T7Z4"	"P46683"	"A3LPD6"	"Q9HFE7"
"OG0002305"	"W0TJZ4"	"Q00245"	"A3LSZ8"	"O13928"
"OG0002306"	"W0TAU5"	"P22023"	"A3LUC6"	"Q09140"
"OG0002307"	"W0T4V6"	"P38123"	"A3LV62"	"O43017"
"OG0002308"	"W0T747"	"P07286"	"A3LVW8"	"P42881"
"OG0002309"	"W0TGD8"	"Q12524"	"A3LS19"	"Q92350"
"OG0002310"	"W0TAC2"	"Q99222"	"A3GHI4"	"O94674"
"OG0002311"	"W0T4T9"	"P22336"	"A3LMX2"	"Q92372"
"OG0002312"	"W0TED5"	"P41910"	"A3LTU7"	"O14109"
"OG0002313"	"W0TDS0"	"P00927"	"A3LW23"	"O94634"
"OG0002314"	"W0TA34"	"P54999"	"A3LVF3"	"O59734"
"OG0002315"	"W0TFM1"	"Q12071"	"A3LN20"	"O14093"
"OG0002316"	"W0TGY4"	"Q12178"	"A3LUZ5"	"O59834"
"OG0002317"	"W0T9T4"	"Q08032"	"A3LSK0"	"O74113"
"OG0002318"	"W0TEE8"	"P05453"	"A3LU23"	"O74718"
