"Orthogroup"	"Kluyveromyces_marxianus_DMKU3_1042"	"Saccharomyces_cerevisiaeS288c"	"Scheffersomyces_stipitis_CBS6054"	"Schizosaccharomyces_pombe_972"
"OG0001716"	"W0TI38"	"P40991"	"A3M089"	"O94268"
"OG0001717"	"W0T733"	"P32908"	"A3M0D4"	"O94383"
"OG0001718"	"W0T6E4"	"P53877"	"A3LNM0"	"Q10272"
"OG0001719"	"W0T717"	"Q08220"	"A3LSH4"	"P35669"
"OG0001720"	"W0TDK3"	"P32485"	"A3LN91"	"Q09892"
"OG0001721"	"W0TFF0"	"P17255"	"A3LP04"	"P31406"
"OG0001722"	"W0T5S9"	"Q02825"	"A3LPV9"	"O74908"
"OG0001723"	"W0TH96"	"P38197"	"A3LWT3"	"Q9P6Q1"
"OG0001724"	"W0TF34"	"Q03441"	"A3LZY3"	"O74446"
"OG0001725"	"W0TDZ5"	"Q03690"	"A3GG12"	"O59742"
"OG0001726"	"W0TAQ9"	"P14020"	"A3LQH4"	"O14466"
"OG0001727"	"W0TFJ7"	"P53266"	"A3LPS5"	"Q9Y810"
"OG0001728"	"W0TAS4"	"Q04307"	"A3LW94"	"O13896"
"OG0001729"	"W0T5R6"	"P54964"	"A3LSE6"	"O94626"
"OG0001730"	"W0TJ50"	"P38251"	"A3LMS2"	"O94697"
"OG0001731"	"W0TBX5"	"Q03768"	"A3LPG7"	"O94721"
"OG0001732"	"W0T7S8"	"Q12154"	"A3LX15"	"Q9P7F8"
"OG0001733"	"W0T9F9"	"P38112"	"A3GG51"	"O74393"
"OG0001734"	"W0T4K0"	"P53851"	"A3LZB9"	"Q9USL1"
"OG0001735"	"W0T5L3"	"Q06339"	"A3LQF8"	"O60174"
"OG0001736"	"W0TGH5"	"Q00772"	"A3LZQ5"	"Q92398"
"OG0001737"	"W0TE98"	"P47131"	"A3LP58"	"Q9P7G3"
"OG0001738"	"W0T6V1"	"P54199"	"A3LYA8"	"O94235"
"OG0001739"	"W0TG81"	"P34223"	"A3LVA1"	"Q9UT81"
"OG0001740"	"W0TDI0"	"P18900"	"A3GH30"	"O43091"
"OG0001742"	"W0T922"	"P32833"	"A3LW95"	"Q09142"
"OG0001743"	"W0TA62"	"P13517"	"A3GGE4"	"Q9HGP5"
"OG0001744"	"W0TES4"	"Q04082"	"A3GGQ4"	"O13904"
"OG0001745"	"W0T3C3"	"Q03667"	"A3LUW9"	"Q10307"
"OG0001746"	"W0T3Y7"	"P25045"	"A3LYW1"	"O59682"
"OG0001747"	"W0T896"	"P40309"	"A3LRD7"	"Q9P7I1"
"OG0001748"	"W0TBV3"	"P07257"	"A3LVF5"	"P78761"
"OG0001749"	"W0T8M4"	"P16140"	"A3LY21"	"P31411"
"OG0001750"	"W0T7I8"	"P28495"	"A3LXR0"	"Q10434"
"OG0001751"	"W0T3A2"	"P15807"	"A3LZI7"	"O14172"
"OG0001752"	"W0T3X7"	"P53848"	"A3LZB4"	"Q4LB35"
"OG0001753"	"W0TH86"	"P18898"	"A3M018"	"P32434"
"OG0001755"	"W0T9J5"	"Q02775"	"A3LQ61"	"Q9Y7Y2"
"OG0001757"	"W0T423"	"P32626"	"A3LRM2"	"Q9P6Q2"
"OG0001759"	"W0TAF6"	"P38836"	"A3LVT6"	"O74818"
"OG0001761"	"W0T3G6"	"P43594"	"A3GFE1"	"P87150"
"OG0001764"	"W0TH60"	"P34241"	"A3LWR9"	"O74415"
"OG0001765"	"W0T4D0"	"P50105"	"A3LYF3"	"Q9P7S4"
"OG0001766"	"W0T8E5"	"P47104"	"A3LP23"	"Q9Y817"
"OG0001767"	"W0TE61"	"P38996"	"A3LTH1"	"Q10145"
"OG0001768"	"W0TB32"	"P40018"	"A3LXX4"	"Q10163"
"OG0001770"	"W0T9M4"	"Q12431"	"A3GGK6"	"O59764"
"OG0001771"	"W0TA00"	"Q03653"	"A3LQ92"	"O59817"
"OG0001772"	"W0TCB5"	"P40513"	"A3LPH0"	"O94675"
"OG0001773"	"W0T985"	"P19880"	"A3GHB6"	"Q01663"
"OG0001774"	"W0T6W9"	"P32902"	"A3LXQ6"	"O13970"
"OG0001775"	"W0TFN4"	"P53961"	"A3M0H7"	"Q9Y7L7"
"OG0001776"	"W0T437"	"P40352"	"A3LSJ3"	"Q9UR24"
"OG0001777"	"W0TFB5"	"Q12143"	"A3LPC3"	"Q9P6M3"
"OG0001778"	"W0T6K1"	"P53040"	"A3LQ48"	"O74462"
"OG0001779"	"W0THX5"	"P33296"	"A3LPX6"	"O42646"
"OG0001780"	"W0T750"	"Q92317"	"A3LNC6"	"O14348"
"OG0001781"	"W0TB97"	"Q04217"	"A3LMW4"	"Q9HDY4"
"OG0001782"	"W0TKK9"	"Q12108"	"A3LQG3"	"O94644"
"OG0001783"	"W0T7B0"	"P53299"	"A3GGN2"	"Q10481"
"OG0001784"	"W0TEW4"	"P36142"	"A3LYQ8"	"Q09906"
"OG0001785"	"W0T9M5"	"P38742"	"A3LYV8"	"Q9HGM7"
"OG0001786"	"W0TH51"	"Q04673"	"A3LN57"	"O74995"
"OG0001787"	"W0TCL5"	"P53303"	"A3GFK2"	"O13724"
"OG0001788"	"W0TE92"	"Q03079"	"A3LUB5"	"Q9US57"
"OG0001789"	"W0TF32"	"P36532"	"A3GG18"	"Q9Y7U8"
"OG0001790"	"W0T7B8"	"Q07807"	"A3GF81"	"O94462"
"OG0001791"	"W0TEP5"	"P41811"	"A3LTA6"	"O42937"
"OG0001792"	"W0TAA6"	"Q04149"	"A3LUU3"	"P87231"
"OG0001793"	"W0THB4"	"P40493"	"A3LPW3"	"O94480"
"OG0001794"	"W0TGT7"	"P30775"	"A3LTN5"	"Q09691"
"OG0001795"	"W0TIH9"	"P18414"	"A3GGN4"	"O94270"
"OG0001796"	"W0TAZ2"	"P39683"	"A3LPI5"	"Q9UTK3"
"OG0001797"	"W0T7S3"	"P47027"	"A3LTR7"	"P32372"
"OG0001798"	"W0T7U6"	"Q03212"	"A3GGK2"	"O74497"
"OG0001800"	"W0TGG0"	"P53971"	"A3LR29"	"O74853"
"OG0001801"	"W0TGU8"	"P25642"	"A3GF52"	"Q10139"
"OG0001802"	"W0T3L4"	"P32445"	"A3GFU9"	"O14087"
"OG0001803"	"W0T7F5"	"P40962"	"A3LYP2"	"Q9Y7X9"
"OG0001804"	"W0T460"	"P27929"	"A3M092"	"O60063"
"OG0001805"	"W0TCC9"	"Q12033"	"A3LQ90"	"Q09807"
"OG0001806"	"W0T629"	"Q12066"	"A3LS51"	"P87236"
"OG0001807"	"W0TBF1"	"P14743"	"A3GGB7"	"O43010"
"OG0001808"	"W0TBK3"	"Q06156"	"A3LYF4"	"O94679"
"OG0001809"	"W0T8K8"	"P32317"	"A3GF11"	"O42895"
"OG0001810"	"W0T696"	"P24309"	"A3LT67"	"O13765"
"OG0001811"	"W0TC41"	"P39076"	"A3LTV5"	"Q10147"
"OG0001812"	"W0T443"	"P18562"	"A3LVF9"	"O13867"
"OG0001813"	"W0T582"	"P38624"	"A3LNY2"	"O43063"
"OG0001814"	"W0TCR2"	"P32767"	"A3LMX3"	"Q09796"
"OG0001815"	"W0TAQ3"	"P05756"	"A3LUZ2"	"P28189"
"OG0001817"	"W0TC78"	"P38772"	"A3LYC1"	"O74906"
"OG0001818"	"W0T5Y0"	"Q12050"	"A3GIA2"	"O43086"
"OG0001819"	"W0TAY2"	"Q08963"	"A3GF33"	"Q9USX8"
"OG0001820"	"W0T8V2"	"Q12046"	"A3LNL2"	"P87126"
"OG0001821"	"W0TGU3"	"P37254"	"A3GF56"	"O94277"
"OG0001822"	"W0T860"	"P25355"	"A3LVC3"	"Q09888"
"OG0001823"	"W0TFD3"	"P41819"	"A3GI57"	"Q9USU2"
"OG0001824"	"W0TBH3"	"Q12297"	"A3M0E4"	"Q9P6P0"
"OG0001825"	"W0TDP1"	"P39015"	"A3GHG5"	"O42914"
"OG0001826"	"W0TBN6"	"P53290"	"A3LQU3"	"O74544"
"OG0001827"	"W0TEE0"	"Q12157"	"A3GID0"	"Q9UT86"
"OG0001828"	"W0T6R4"	"Q03799"	"A3LUM0"	"O74956"
"OG0001829"	"W0T8L6"	"Q02884"	"A3GHX3"	"Q9USP1"
"OG0001830"	"W0TEJ0"	"Q06833"	"A3LVH7"	"O94464"
"OG0001831"	"W0T700"	"P36070"	"A3LN29"	"Q10110"
"OG0001832"	"W0T9J0"	"P39110"	"A3LR85"	"Q09767"
"OG0001833"	"W0T914"	"Q05946"	"A3LVQ0"	"Q9USN3"
"OG0001834"	"W0TGS6"	"P53119"	"A3LSX3"	"Q1K9C4"
"OG0001835"	"W0THP6"	"Q3E823"	"A3LUG1"	"G2TRM8"
"OG0001836"	"W0TC51"	"P40528"	"A3GGR4"	"Q9UU86"
"OG0001837"	"W0T7S7"	"P09880"	"A3LWD1"	"Q10313"
"OG0001839"	"W0TG19"	"P27514"	"A3LUI1"	"O59712"
"OG0001840"	"W0TAX1"	"Q12330"	"A3LUU2"	"Q9USZ3"
"OG0001841"	"W0T7V2"	"P43132"	"A3LNQ2"	"O60070"
"OG0001842"	"W0TBM1"	"P40560"	"A3LWG3"	"Q10225"
"OG0001843"	"W0TBM3"	"P32476"	"A3LQE6"	"Q9C1W3"
"OG0001844"	"W0TGK8"	"Q3E756"	"A3LUI0"	"Q8J1M8"
"OG0001845"	"W0T4L3"	"Q07478"	"A3LST5"	"O13792"
"OG0001846"	"W0TEJ4"	"P38883"	"A3GF61"	"P87243"
"OG0001847"	"W0T576"	"Q12382"	"A3LMT0"	"P87170"
"OG0001848"	"W0TI65"	"P38968"	"A3GFK8"	"O13637"
"OG0001849"	"W0T472"	"Q99190"	"A3GGS3"	"O94511"
"OG0001850"	"W0TAU2"	"P38879"	"A3GHD3"	"P87147"
"OG0001851"	"W0T3L1"	"Q03254"	"A3LZK8"	"Q9P376"
"OG0001852"	"W0TDE0"	"P21243"	"A3LP40"	"O94517"
"OG0001853"	"W0TCL7"	"P42900"	"A3LVP8"	"Q9UT03"
"OG0001854"	"W0T6R8"	"P32785"	"A3GH60"	"Q9UTG6"
"OG0001855"	"W0T8Y8"	"P40359"	"A3GG04"	"O94329"
"OG0001856"	"W0TBB8"	"Q05933"	"A3LUV2"	"Q9Y7J4"
"OG0001858"	"W0TKL8"	"P21801"	"A3M027"	"P21911"
"OG0001859"	"W0TBL3"	"P35192"	"A3LWD8"	"O94588"
"OG0001860"	"W0T369"	"P06779"	"A3LRM4"	"O74999"
"OG0001861"	"W0T3R1"	"P36160"	"A3GG37"	"Q9UUG1"
"OG0001862"	"W0TD86"	"P30777"	"A3LNN8"	"Q9USN0"
"OG0001863"	"W0TF91"	"P40040"	"A3LTZ4"	"O74871"
"OG0001864"	"W0T2T8"	"P17065"	"A3GHT0"	"O13930"
"OG0001865"	"W0T3V2"	"P53840"	"A3LR41"	"Q9UUM2"
"OG0001866"	"W0T941"	"Q02206"	"A3LMT3"	"Q09948"
"OG0001867"	"W0T7A2"	"P14680"	"A3LW51"	"Q9P6P3"
"OG0001868"	"W0TGB5"	"Q03772"	"A3GHW6"	"P78794"
"OG0001869"	"W0TCT8"	"P30902"	"A3LWS5"	"O94390"
"OG0001870"	"W0T9H8"	"P42935"	"A3GGE7"	"O94533"
"OG0001871"	"W0T9Q5"	"P53723"	"A3LYB8"	"O94280"
"OG0001872"	"W0TCM6"	"Q08959"	"A3LT88"	"O14169"
"OG0001873"	"W0T978"	"Q08641"	"A3LR67"	"Q9P7L6"
"OG0001874"	"W0TE65"	"Q08932"	"A3LUE1"	"O42927"
"OG0001875"	"W0TGU7"	"P47017"	"A3LYA5"	"P87173"
"OG0001876"	"W0T3N3"	"Q12522"	"A3LYX3"	"O94476"
"OG0001877"	"W0TEE7"	"P53938"	"A3LSG5"	"Q8TFH6"
"OG0001878"	"W0TA09"	"P28708"	"A3LZ55"	"O74815"
"OG0001879"	"W0T4K7"	"Q01080"	"A3LMU0"	"O14086"
"OG0001881"	"W0TFY0"	"P33299"	"A3GFY8"	"O42931"
"OG0001882"	"W0TA81"	"P09457"	"A3LNI0"	"O74479"
"OG0001883"	"W0TEP8"	"Q08968"	"A3LRU3"	"O13890"
"OG0001884"	"W0TDF2"	"Q02648"	"A3LXB8"	"O74516"
"OG0001885"	"W0T6L9"	"P21951"	"A3LPB9"	"P87154"
"OG0001886"	"W0T8K1"	"P28778"	"A3LZF0"	"Q9UT82"
"OG0001887"	"W0THB9"	"P53615"	"A3LZZ4"	"O94255"
"OG0001888"	"W0TE11"	"Q03677"	"A3GFN2"	"O94286"
"OG0001889"	"W0T7Q7"	"Q08287"	"A3LTB8"	"Q9HFE6"
"OG0001890"	"W0T5I1"	"P53145"	"A3LTA3"	"Q10190"
"OG0001891"	"W0T3Q8"	"Q04406"	"A3LSZ7"	"Q9UTC2"
"OG0001892"	"W0TI60"	"P54860"	"A3LZR6"	"Q9HE05"
"OG0001893"	"W0TAY0"	"Q04031"	"A3LWV3"	"O14012"
"OG0001894"	"W0TE44"	"P40529"	"A3LU38"	"Q9UT34"
"OG0001895"	"W0TBS6"	"P36154"	"A3GG61"	"O14037"
"OG0001896"	"W0TBZ0"	"P32895"	"A3LZG8"	"P41831"
"OG0001897"	"W0T4Q1"	"P36164"	"A3LYJ1"	"Q9P781"
"OG0001898"	"W0TCM1"	"Q06991"	"A3LZK7"	"O13729"
"OG0001899"	"W0T5F0"	"P19659"	"A3LQB7"	"Q9Y808"
"OG0001900"	"W0T2T3"	"Q92328"	"A3LWH1"	"Q92377"
"OG0001901"	"W0T3M9"	"Q01846"	"A3LV92"	"Q9USN1"
"OG0001902"	"W0TJ83"	"P38791"	"A3LUH7"	"O94337"
"OG0001903"	"W0T467"	"P38217"	"A3GGQ5"	"O14089"
"OG0001904"	"W0TB30"	"P42943"	"A3LZ90"	"P87153"
"OG0001905"	"W0THP8"	"Q12425"	"A3LQ73"	"O43045"
"OG0001906"	"W0TFS7"	"P32580"	"A3LUB1"	"O94445"
"OG0001907"	"W0THX3"	"Q07532"	"A3LWB8"	"O13951"
"OG0001908"	"W0TG89"	"Q12395"	"A3LQ63"	"Q8WZK4"
"OG0001909"	"W0TIP5"	"Q08281"	"A3GIA4"	"O14186"
"OG0001910"	"W0TBN7"	"Q07953"	"A3GGL0"	"O14179"
"OG0001911"	"W0T6D5"	"P47108"	"A3GHK5"	"Q09804"
"OG0001912"	"W0THH3"	"P06786"	"A3GF24"	"P08096"
"OG0001913"	"W0T2Y7"	"P16522"	"A3LYW2"	"O94556"
"OG0001914"	"W0TI16"	"P40487"	"A3LT38"	"O59713"
"OG0001915"	"W0THS6"	"P48526"	"A3M0F1"	"Q9USL3"
"OG0001916"	"W0TEG7"	"P23644"	"A3LPD0"	"O13656"
"OG0001917"	"W0T2P3"	"P25368"	"A3LND5"	"O94683"
"OG0001918"	"W0T9S0"	"Q04603"	"A3LMW6"	"P87174"
"OG0001920"	"W0TFS8"	"P32527"	"A3GGL1"	"Q9Y7I8"
"OG0001921"	"W0T428"	"P39904"	"A3GIE0"	"Q9UST3"
"OG0001922"	"W0T5F5"	"Q08645"	"A3LUA8"	"O74742"
"OG0001923"	"W0TC52"	"P12385"	"A3GG50"	"P79063"
"OG0001925"	"W0TGD4"	"Q06346"	"A3LQG2"	"O13994"
"OG0001926"	"W0T4W6"	"P32459"	"A3LS58"	"O13843"
"OG0001927"	"W0TDR5"	"Q04002"	"A3LZL4"	"Q09725"
"OG0001928"	"W0TJ26"	"P10363"	"A3LQN6"	"O14215"
"OG0001929"	"W0T908"	"Q07821"	"A3LTG5"	"P78859"
"OG0001930"	"W0T5B1"	"P07236"	"A3LX31"	"O13969"
"OG0001931"	"W0T930"	"P13586"	"A3M0L3"	"O59868"
"OG0001932"	"W0T5U3"	"Q08774"	"A3GGW3"	"Q9UT40"
"OG0001933"	"W0T4X2"	"Q02724"	"A3M0D9"	"O42957"
"OG0001934"	"W0T9V9"	"P35056"	"A3LSS6"	"O94325"
"OG0001936"	"W0T6D1"	"P07170"	"A3LV51"	"P33075"
"OG0001937"	"W0T4M3"	"P39531"	"A3LZ93"	"O74854"
"OG0001938"	"W0TA49"	"P40033"	"A3LXC6"	"Q9USL7"
"OG0001939"	"W0TFK6"	"Q07534"	"A3M019"	"Q9P6N6"
"OG0001940"	"W0TBL2"	"P40010"	"A3GH80"	"O74791"
"OG0001941"	"W0T2I4"	"P25357"	"A3GI02"	"Q10369"
"OG0001942"	"W0T9L7"	"P47064"	"A3LQD8"	"Q09905"
"OG0001943"	"W0TGI3"	"Q99382"	"A3LR55"	"O14193"
"OG0001944"	"W0THA9"	"P53973"	"A3LR32"	"P56523"
"OG0001945"	"W0T8H5"	"Q04493"	"A3GFT9"	"O94307"
"OG0001946"	"W0TAH2"	"P15436"	"A3LYU1"	"P30316"
"OG0001947"	"W0TAU7"	"P81450"	"A3LMV0"	"O13931"
"OG0001948"	"W0T7R5"	"P38230"	"A3LYC3"	"O74489"
"OG0001950"	"W0TH04"	"Q05568"	"A3LSS0"	"Q9UUF0"
"OG0001951"	"W0T5I9"	"P21372"	"A3LQ55"	"Q9P7C7"
"OG0001952"	"W0T6P4"	"P53129"	"A3M0A9"	"Q10150"
"OG0001953"	"W0TGG7"	"P28834"	"A3LYS8"	"O13696"
"OG0001954"	"W0THJ2"	"Q12035"	"A3GEU6"	"O42877"
"OG0001955"	"W0TF74"	"P15801"	"A3LV22"	"Q12704"
"OG0001956"	"W0T8N1"	"P39954"	"A3LNU0"	"O13639"
"OG0001957"	"W0THL3"	"P32774"	"A3GGA3"	"O74948"
"OG0001958"	"W0TD71"	"P41896"	"A3LMY9"	"O94424"
"OG0001959"	"W0T6Z3"	"P18411"	"A3LYS5"	"O14020"
"OG0001960"	"W0T4D2"	"P53163"	"A3LYD7"	"Q9USJ9"
"OG0001961"	"W0TC65"	"Q03954"	"A3LXI0"	"Q50HP3"
"OG0001962"	"W0T5T7"	"Q12420"	"A3LVL6"	"O94538"
"OG0001963"	"W0TAM7"	"P22276"	"A3LP81"	"Q10233"
"OG0001964"	"W0T3Y8"	"P04802"	"A3LQU4"	"O74407"
"OG0001965"	"W0TF28"	"P36166"	"A3LYJ2"	"O74398"
"OG0001966"	"W0TFX9"	"P40016"	"A3LRF1"	"O42897"
"OG0001967"	"W0TE34"	"P53600"	"A3M0E2"	"O74891"
"OG0001968"	"W0TF63"	"P34243"	"A3LWR7"	"O94247"
"OG0001969"	"W0TEY0"	"P50076"	"A3LRZ3"	"Q10254"
"OG0001970"	"W0T8R6"	"P29469"	"A3M0C1"	"P40377"
"OG0001971"	"W0T4R5"	"P12709"	"A3LXX9"	"P78917"
"OG0001972"	"W0TA86"	"Q06632"	"A3GGN7"	"O74733"
"OG0001973"	"W0TDS7"	"P47089"	"A3LSY0"	"O42929"
"OG0001974"	"W0TFT8"	"Q07395"	"A3LSF9"	"Q9P7W7"
"OG0001975"	"W0TGA1"	"Q6Q547"	"A3LZ07"	"Q9P7M5"
"OG0001976"	"W0TCH6"	"P47173"	"A3LW33"	"P41888"
"OG0001977"	"W0T7N2"	"P14063"	"A3LRM8"	"Q9UR27"
"OG0001978"	"W0TCS2"	"Q06543"	"A3GEZ2"	"O14443"
"OG0001979"	"W0TD25"	"P53923"	"A3M0F4"	"Q9UUC7"
"OG0001980"	"W0T7A3"	"Q12114"	"A3LT59"	"Q92357"
"OG0001981"	"W0T6C1"	"P20424"	"A3LXN7"	"P21565"
"OG0001983"	"W0TJQ0"	"P47085"	"A3LWQ7"	"Q10212"
"OG0001984"	"W0THL8"	"P35732"	"A3GGA0"	"O43024"
"OG0001985"	"W0TEQ6"	"Q06511"	"A3LU61"	"Q9UTD7"
"OG0001987"	"W0T4H1"	"Q12232"	"A3LQA0"	"O59729"
"OG0001988"	"W0T7X9"	"Q06631"	"A3GIA8"	"Q9US05"
"OG0001989"	"W0TB03"	"P40081"	"A3LZY9"	"O94279"
"OG0001990"	"W0TC59"	"P12887"	"A3LQ24"	"O74834"
"OG0001991"	"W0T5G4"	"P53686"	"A3LV83"	"Q9USN7"
"OG0001992"	"W0TD60"	"P53738"	"A3LU03"	"Q09723"
"OG0001993"	"W0T8X0"	"P36527"	"A3LQD4"	"O14181"
"OG0001994"	"W0TDM4"	"P32388"	"A3LWC3"	"C6Y4D2"
"OG0001996"	"W0TFY9"	"P47128"	"A3LQD5"	"O14240"
"OG0001997"	"W0TER0"	"P12695"	"A3LSC7"	"O59816"
"OG0001998"	"W0TF00"	"P53009"	"A3GG28"	"Q9P7X5"
"OG0001999"	"W0TEP9"	"P48445"	"A3GID1"	"O14353"
"OG0002000"	"W0T8T8"	"P25641"	"A3LV34"	"O13934"
"OG0002001"	"W0TEY5"	"Q08924"	"A3LTD6"	"Q9USZ0"
"OG0002002"	"W0TH37"	"P38042"	"A3M0F8"	"P10505"
"OG0002003"	"W0TEA2"	"Q05580"	"A3LV07"	"Q76PD2"
"OG0002004"	"W0T5R0"	"P53096"	"A3LP41"	"O13298"
"OG0002005"	"W0T3Y2"	"Q03557"	"A3LNS1"	"O94509"
"OG0002006"	"W0T8V6"	"Q12158"	"A3GIB1"	"P30776"
"OG0002007"	"W0T5Z1"	"P35127"	"A3LQI3"	"Q10171"
"OG0002008"	"W0TAX8"	"Q08962"	"A3LT92"	"Q1MTQ9"
"OG0002009"	"W0T602"	"Q12404"	"A3LVR0"	"O13704"
"OG0002010"	"W0T7T5"	"P17891"	"A3GGE6"	"Q9USP6"
"OG0002011"	"W0TAR3"	"P48240"	"A3LQW5"	"Q9P7R3"
"OG0002012"	"W0TDX1"	"P38070"	"A3LQI1"	"Q12706"
"OG0002013"	"W0T2B8"	"P08465"	"A3LR19"	"O60062"
"OG0002014"	"W0TEP4"	"P38827"	"A3LX95"	"Q9Y7R4"
"OG0002015"	"W0TH68"	"P87108"	"A3GGM9"	"Q9UTE9"
"OG0002016"	"W0T706"	"P42949"	"A3GGT6"	"Q9C1W5"
"OG0002017"	"W0TDE2"	"P09547"	"A3LSS2"	"O74365"
"OG0002019"	"W0TIY9"	"P18408"	"A3LZM8"	"Q10270"
"OG0002020"	"W0TAA8"	"Q01163"	"A3LT91"	"O59677"
"OG0002021"	"W0T4K3"	"P20433"	"A3LU87"	"O74825"
"OG0002022"	"W0TCS4"	"Q08235"	"A3GHZ3"	"Q9HGL6"
"OG0002023"	"W0TB79"	"P15496"	"A3GGJ6"	"Q10132"
"OG0002024"	"W0TCR4"	"P25301"	"A3LTU6"	"Q9UUL2"
"OG0002025"	"W0TH21"	"P38211"	"A3LXD7"	"Q09712"
"OG0002026"	"W0TCU2"	"P33204"	"A3LXR4"	"Q92352"
"OG0002027"	"W0TDL6"	"Q12367"	"A3LUL2"	"P87241"
"OG0002028"	"W0TBS5"	"P47160"	"A3LUL4"	"P78813"
"OG0002029"	"W0TEV7"	"P36097"	"A3LRE4"	"O94600"
"OG0002030"	"W0TGZ5"	"P00899"	"A3M0I8"	"O94582"
"OG0002031"	"W0THW8"	"P47156"	"A3LST7"	"Q9US53"
"OG0002032"	"W0TA92"	"P38783"	"A3GFF4"	"O74972"
"OG0002033"	"W0TA25"	"Q06063"	"A3LZG1"	"O74553"
"OG0002034"	"W0TBC7"	"P38972"	"A3LP60"	"O14228"
"OG0002035"	"W0T8Q4"	"Q07623"	"A3LNM4"	"Q9Y7Y3"
"OG0002036"	"W0TBV7"	"P00572"	"A3GHQ3"	"P36590"
"OG0002037"	"W0TD38"	"P53915"	"A3M083"	"Q9C0W1"
"OG0002038"	"W0TB76"	"P53206"	"A3LRL7"	"P87131"
"OG0002039"	"W0T4B1"	"P36046"	"A3LX27"	"P87059"
"OG0002040"	"W0T4U2"	"P21825"	"A3LXK7"	"O13787"
"OG0002041"	"W0TF69"	"P28005"	"A3LUC3"	"Q9UU90"
"OG0002042"	"W0T7J7"	"Q07830"	"A3LRR6"	"O13663"
"OG0002043"	"W0T7A0"	"P53136"	"A3LVX0"	"O94698"
"OG0002044"	"W0TEI5"	"P47171"	"A3GEV5"	"P87315"
"OG0002045"	"W0TI09"	"P25626"	"A3LX10"	"Q9UT87"
"OG0002046"	"W0T9T0"	"P08566"	"A3LSZ2"	"Q9P7R0"
"OG0002047"	"W0TG16"	"Q08278"	"A3LZW1"	"O60104"
"OG0002048"	"W0TK86"	"P36012"	"A3LP50"	"Q9Y812"
"OG0002049"	"W0TEZ2"	"P32873"	"A3GGJ3"	"Q10164"
"OG0002051"	"W0TKL4"	"P04051"	"A3GEY3"	"O94666"
"OG0002052"	"W0TG20"	"P42842"	"A3LW97"	"O36033"
"OG0002053"	"W0T6T0"	"P40339"	"A3GID9"	"O94449"
"OG0002055"	"W0T9K9"	"P53184"	"A3LY76"	"Q9USS0"
"OG0002056"	"W0TDD9"	"P11353"	"A3LZU4"	"Q9UTE2"
"OG0002057"	"W0T461"	"P29366"	"A3GGC1"	"P40996"
"OG0002058"	"W0TA28"	"P04037"	"A3LRP0"	"P79010"
"OG0002059"	"W0T8T5"	"P25336"	"A3LU10"	"P26359"
"OG0002060"	"W0TC55"	"Q03246"	"A3LSV5"	"Q9UUB0"
"OG0002061"	"W0T8J5"	"Q07896"	"A3LY48"	"O94288"
"OG0002062"	"W0T2X5"	"P53853"	"A3LY06"	"Q9HGN2"
"OG0002063"	"W0T993"	"Q12060"	"A3LNV1"	"O94301"
"OG0002064"	"W0TG49"	"P53729"	"A3LSM1"	"O74310"
"OG0002065"	"W0T9B4"	"P33307"	"A3LWX0"	"O13671"
"OG0002066"	"W0T8Y5"	"Q07959"	"A3LRJ5"	"Q09910"
"OG0002067"	"W0TAX2"	"P32599"	"A3LXP8"	"O59945"
"OG0002068"	"W0TA54"	"P38698"	"A3LW30"	"O14094"
"OG0002069"	"W0T900"	"Q07794"	"A3LS07"	"Q9Y7Y5"
"OG0002070"	"W0T7Z2"	"Q06640"	"A3GFY0"	"O14235"
"OG0002071"	"W0TC02"	"P53239"	"A3LNS9"	"O94587"
"OG0002072"	"W0TJB2"	"P41821"	"A3LVI0"	"Q10063"
"OG0002073"	"W0TGY3"	"Q12136"	"A3GGF1"	"Q1MTS0"
"OG0002074"	"W0T9W1"	"P13188"	"A3LWA5"	"Q9Y7Y8"
"OG0002075"	"W0TAK3"	"P33412"	"A3LMY4"	"Q9UTI6"
"OG0002076"	"W0T8Q9"	"Q12049"	"A3LQI4"	"Q1MTP1"
"OG0002077"	"W0TAQ5"	"P38345"	"A3LUM4"	"C6Y4C4"
"OG0002078"	"W0TF26"	"Q06683"	"A3LR22"	"Q1MTR1"
"OG0002079"	"W0TCH8"	"P46959"	"A3LYA6"	"O14307"
"OG0002080"	"W0T9M7"	"P08431"	"A3LR66"	"Q9HDU5"
"OG0002081"	"W0TER1"	"Q02336"	"A3LQF2"	"Q9P7J7"
"OG0002082"	"W0T5P8"	"P25294"	"A3LXZ2"	"Q09912"
"OG0002083"	"W0TBT1"	"Q06142"	"A3LR72"	"O13864"
"OG0002084"	"W0TCT9"	"P40164"	"A3LR76"	"Q9Y7J8"
"OG0002085"	"W0T7S9"	"P28627"	"A3LRE6"	"O74800"
"OG0002087"	"W0TF37"	"P22353"	"A3LYY6"	"O94345"
"OG0002088"	"W0TA33"	"P35207"	"A3LZ34"	"O59801"
"OG0002089"	"W0T5N9"	"P03962"	"P49434"	"P14965"
"OG0002090"	"W0TBR2"	"P36132"	"A3LS68"	"O94637"
"OG0002091"	"W0TDI7"	"P05747"	"A3GFN8"	"Q92366"
"OG0002092"	"W0TDA0"	"Q04767"	"A3LPS1"	"O74375"
"OG0002093"	"W0T6H0"	"P53894"	"A3LQA3"	"O13310"
"OG0002094"	"W0TD69"	"P54885"	"A3LZI8"	"Q9UT44"
"OG0002095"	"W0TEZ8"	"P11325"	"A3LRH3"	"Q09828"
