Accession	Description	PrimaryGeneName	GeneName	mass_ratio_repl1	mass_ratio_repl2	mass_ratio_repl3
P38344	Cytoplasmic 60S subunit biogenesis factor REI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REI1 PE=1 SV=3	REI1	YBR267W	0.000109823155731804	0.000109200389678961	0.00010844290580678
P38347	Protein-lysine N-methyltransferase EFM2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFM2 PE=1 SV=1	EFM2	YBR271W	6.18648305269443e-06	5.90878680180158e-06	5.88775682964715e-06
P38348	DNA mismatch repair protein HSM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSM3 PE=1 SV=1	HSM3	YBR272C	1.96806843391661e-05	1.91977636159329e-05	1.94313020525602e-05
P38349	UBX domain-containing protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBX7 PE=1 SV=1	UBX7	YBR273C	9.13418394937005e-06	9.17015350762966e-06	8.91644706474874e-06
P38351	RNA polymerase II-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAF1 PE=1 SV=1	PAF1	YBR279W	3.20126086973831e-05	3.34448920291074e-05	3.27857726376046e-05
P38352	SCF-associated factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAF1 PE=1 SV=2	SAF1	YBR280C	1.55304657941283e-06	1.32863349379854e-06	1.44135602876323e-06
P38353	Sec sixty-one protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSH1 PE=1 SV=1	SSH1	YBR283C	0.000269051920949066	0.000271577812379799	0.000272218001010093
P38355	Uncharacterized transporter YBR287W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR287W PE=1 SV=1		YBR287W	1.69884817212714e-05	1.73851478621421e-05	1.70095598768168e-05
P38356	Metal homeostatis protein BSD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BSD2 PE=1 SV=1	BSD2	YBR290W	5.51993337812224e-07	4.35423252900854e-07	4.24003847316099e-07
P38359	Sulfate permease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUL1 PE=1 SV=2	SUL1	YBR294W	2.26934270988183e-05	2.31124343687361e-05	2.32066696822034e-05
P38426	Trehalose synthase complex regulatory subunit TPS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPS3 PE=1 SV=3	TPS3	YMR261C	0.000105737307664914	0.000102905379726748	0.000105330925577103
P38427	Trehalose synthase complex regulatory subunit TSL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TSL1 PE=1 SV=1	TSL1	YML100W	1.75195510868351e-05	1.77840178793482e-05	1.80088917946286e-05
P38428	Coupling of ubiquitin conjugation to ER degradation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CUE1 PE=1 SV=2	CUE1	YMR264W	1.34194872838208e-05	1.35445534513821e-05	1.41094843556408e-05
P38429	Transcriptional regulatory protein SAP30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAP30 PE=1 SV=2	SAP30	YMR263W	6.3244980509898e-06	6.2095746587919e-06	6.29937528039798e-06
P38431	Eukaryotic translation initiation factor 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF5 PE=1 SV=1	TIF5	YPR041W	0.000422763507931395	0.000432289266273443	0.000419042785911999
P38439	RNA polymerase-associated protein LEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEO1 PE=1 SV=1	LEO1	YOR123C	2.18685302034561e-05	2.25413108521148e-05	2.17869525357626e-05
P38523	GrpE protein homolog, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MGE1 PE=1 SV=1	MGE1	YOR232W	0.000119879288588172	0.000118653470315251	0.000118579247354837
P38555	GTP-binding protein YPT31/YPT8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT31 PE=1 SV=3	YPT31	YER031C	6.40702284778585e-05	6.42749079938775e-05	6.06175394057399e-05
P38590	Tyrosine-protein phosphatase MSG5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSG5 PE=1 SV=2	MSG5	YNL053W	2.95817931407509e-06	2.46689706989701e-06	2.54306154440863e-06
P38604	Lanosterol synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG7 PE=1 SV=6	ERG7	YHR072W	4.02940090797103e-05	3.92287381481436e-05	3.90327818587957e-05
P38615	Serine/threonine-protein kinase RIM11/MSD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIM11 PE=1 SV=1	RIM11	YMR139W	3.43499707265286e-06	3.50620005600299e-06	3.45841403882005e-06
P38616	Protein YGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGP1 PE=1 SV=2	YGP1	YNL160W	2.17993773172289e-05	2.15289416672933e-05	1.95899111930905e-05
P38620	Ribose-phosphate pyrophosphokinase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRS2 PE=1 SV=1	PRS2	YER099C	1.09102853315686e-05	1.09220727796318e-05	1.07715069210277e-05
P38623	Serine/threonine-protein kinase RCK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RCK2 PE=1 SV=3	RCK2	YLR248W	3.0335693796713e-05	3.20381041244805e-05	3.01306479308064e-05
P38624	Proteasome subunit beta type-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE3 PE=1 SV=2	PRE3	YJL001W	0.00013510225139776	0.000125075254322087	0.000121898898737819
P38625	GMP synthase [glutamine-hydrolyzing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUA1 PE=1 SV=4	GUA1	YMR217W	0.000777813478802044	0.000770010847854154	0.000752286374974182
P38626	NADH-cytochrome b5 reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBR1 PE=1 SV=2	CBR1	YIL043C	5.77962814032424e-05	5.62876541462031e-05	5.55742043244417e-05
P38627	CTP synthase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA8 PE=1 SV=4	URA8	YJR103W	4.1077572757623e-05	4.00887379796986e-05	4.07166779218731e-05
P38628	Phosphoacetylglucosamine mutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCM1 PE=1 SV=2	PCM1	YEL058W	0.000207182655226647	0.000206562521377999	0.000205359890466028
P38629	Replication factor C subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFC3 PE=1 SV=1	RFC3	YNL290W	3.74326648075959e-05	3.90725688586987e-05	3.76318063026655e-05
P38630	Replication factor C subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFC1 PE=1 SV=1	RFC1	YOR217W	2.48942848290223e-05	2.49466884204839e-05	2.53324428459758e-05
P38631	1,3-beta-glucan synthase component FKS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FKS1 PE=1 SV=2	FKS1	YLR342W	0.000840730938699622	0.000884553231181773	0.000857619892637938
P38635	Histidinol-phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS2 PE=1 SV=2	HIS2	YFR025C	9.67180572104059e-06	9.51222527249759e-06	9.54966484841716e-06
P38682	ADP-ribosylation factor GTPase-activating protein GLO3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLO3 PE=1 SV=1	GLO3	YER122C	7.88779119244882e-05	7.96116992602554e-05	7.82635718687645e-05
P38687	Signal recognition particle subunit SRP68 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP68 PE=1 SV=1	SRP68	YPL243W	7.79783351440596e-05	8.22370524308631e-05	7.952249452374e-05
P38688	Signal recognition particle subunit SRP72 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP72 PE=1 SV=2	SRP72	YPL210C	9.83393886562873e-05	9.76795204278759e-05	9.42514189847611e-05
P38689	Ribose-phosphate pyrophosphokinase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRS3 PE=1 SV=1	PRS3	YHL011C	9.41848827210447e-05	9.29666269013173e-05	9.22364572145788e-05
P38691	Serine/threonine-protein kinase KSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KSP1 PE=1 SV=1	KSP1	YHR082C	1.51776119405557e-05	1.46096248065562e-05	1.5406925861453e-05
P38692	Serine/threonine-protein kinase KIC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KIC1 PE=1 SV=1	KIC1	YHR102W	1.08940351664465e-05	1.09058050578674e-05	1.08739127220398e-05
P38694	Putative aldehyde dehydrogenase-like protein YHR039C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSC7 PE=1 SV=1	MSC7	YHR039C	6.46555604172221e-05	6.52564944623904e-05	6.41519910450056e-05
P38695	Probable glucose transporter HXT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXT5 PE=1 SV=1	HXT5	YHR096C	3.49230569995008e-06	4.96891109888864e-06	3.1377831945159e-06
P38697	Inosine-5'-monophosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD2 PE=1 SV=1	IMD2	YHR216W	3.47292057653924e-05	3.262723622241e-05	3.46354289656978e-05
P38698	Exopolyphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPX1 PE=1 SV=1	PPX1	YHR201C	2.23072479407655e-05	2.32874308467966e-05	2.18401996327759e-05
P38699	Protein STB5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STB5 PE=1 SV=1	STB5	YHR178W	0.000539181575246142	0.000549136924821598	0.000571594834422737
P38700	Adaptin medium chain homolog APM2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APM2 PE=1 SV=1	APM2	YHL019C	6.02117989821917e-07	4.33606092784888e-07	4.42389921194572e-07
P38701	40S ribosomal protein S20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS20 PE=1 SV=3	RPS20	YHL015W	0.00297139461310242	0.00285288953103834	0.00285409617712955
P38703	Ceramide synthase LAG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LAG1 PE=1 SV=1	LAG1	YHL003C	2.44365453379631e-05	2.63275852273584e-05	2.766662132301e-05
P38704	Transcription factor STP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STP2 PE=1 SV=1	STP2	YHR006W	5.18578032908395e-06	5.304350815814e-06	5.3387883983897e-06
P38705	Serine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIA4 PE=1 SV=1	DIA4	YHR011W	7.79155522431032e-06	7.93217613893477e-06	8.47611358920251e-06
P38707	Asparagine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DED81 PE=1 SV=1	DED81	YHR019C	0.000440026209948591	0.000445289674303454	0.000438756178968086
P38708	Putative proline--tRNA ligase YHR020W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHR020W PE=1 SV=1		YHR020W	0.000393664240882241	0.00039253496094983	0.000392139011004784
P38710	Inositol monophosphatase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=INM1 PE=1 SV=1	INM1	YHR046C	2.63175932639862e-05	2.55117807387311e-05	2.58992369036972e-05
P38711	40S ribosomal protein S27-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS27B PE=1 SV=1	RPS27B	YHR021C	0.00439178282287397	0.00422188151741224	0.00431618423082118
P38712	ATP-dependent rRNA helicase RRP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP3 PE=1 SV=2	RRP3	YHR065C	6.27714525155992e-05	6.36423284255436e-05	6.28795149245367e-05
P38713	Oxysterol-binding protein homolog 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OSH3 PE=1 SV=1	OSH3	YHR073W	3.00314475121314e-05	3.03056131674878e-05	3.05462299023383e-05
P38714	Arginine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSR1 PE=3 SV=3	MSR1	YHR091C	1.02849597961534e-05	1.03891084358586e-05	1.03482972033827e-05
P38715	NADPH-dependent aldose reductase GRE3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRE3 PE=1 SV=1	GRE3	YHR104W	4.05721410503193e-05	4.04245708832865e-05	3.91937775783903e-05
P38716	Uncharacterized trans-sulfuration enzyme YHR112C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHR112C PE=1 SV=1		YHR112C	7.23349900061227e-05	7.24849078042698e-05	7.12736894649185e-05
P38717	Membrane-anchored lipid-binding protein SIP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIP3 PE=1 SV=1	SIP3	YNL257C	8.95225082914768e-06	9.17464131941235e-06	9.29502750804068e-06
P38719	ATP-dependent RNA helicase DBP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBP8 PE=1 SV=1	DBP8	YHR169W	3.41571211806556e-05	3.46231000550754e-05	3.39565154975383e-05
P38720	6-phosphogluconate dehydrogenase, decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1	GND1	YHR183W	0.00362721068098334	0.00374274209879377	0.00358789779881455
P38732	Protein-lysine N-methyltransferase EFM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFM1 PE=1 SV=1	EFM1	YHL039W	3.76856302447157e-05	3.97378701339483e-05	3.74328038119584e-05
P38736	Golgi SNAP receptor complex member 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GOS1 PE=1 SV=1	GOS1	YHL031C	2.60905091194137e-05	2.54789421499227e-05	2.67419427833385e-05
P38737	Proteasome component ECM29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM29 PE=1 SV=1	ECM29	YHL030W	8.40968706055099e-05	8.64267640150866e-05	8.53947778548963e-05
P38738	Oxidant-induced cell-cycle arrest protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OCA5 PE=1 SV=1	OCA5	YHL029C	9.99225952837375e-06	9.91837319509233e-06	9.85148609321467e-06
P38741	Meiotic activator RIM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIM4 PE=1 SV=1	RIM4	YHL024W	5.43635551951544e-06	5.52187132077477e-06	5.89833293240159e-06
P38742	Nitrogen permease regulator 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPR3 PE=1 SV=1	NPR3	YHL023C	4.9981292051879e-05	4.78758255110392e-05	4.58122729045817e-05
P38745	Uncharacterized membrane protein YHL071W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHL017W PE=1 SV=1		YHL017W	2.04744429052806e-06	2.76616756702401e-06	2.29404304985904e-06
P38746	Obg-like ATPase homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLF2 PE=1 SV=1	YLF2	YHL014C	4.12866796520087e-06	4.43828898442053e-06	4.36338560121088e-06
P38747	OTU domain-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OTU2 PE=1 SV=1	OTU2	YHL013C	5.2060994540177e-06	5.46477270041391e-06	5.50173955662861e-06
P38749	AP-1-like transcription factor YAP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAP3 PE=1 SV=1	YAP3	YHL009C	5.32683113059167e-06	5.44760279280847e-06	5.33197852492157e-06
P38753	Class E vacuolar protein-sorting machinery protein HSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSE1 PE=1 SV=1	HSE1	YHL002W	1.63395299990649e-05	1.68649145484592e-05	1.98845119805745e-05
P38754	60S ribosomal protein L14-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL14B PE=1 SV=1	RPL14B	YHL001W	0.000367880883626474	0.000386712295289181	0.000367795961022338
P38755	Oxysterol-binding protein homolog 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OSH7 PE=1 SV=1	OSH7	YHR001W	3.81803640607645e-05	3.86757322280069e-05	3.72828698886824e-05
P38756	tRNA threonylcarbamoyladenosine dehydratase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TCD1 PE=1 SV=1	TCD1	YHR003C	2.55208964338312e-05	2.53926858052114e-05	2.53478609825825e-05
P38758	Putative oxidoreductase TDA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDA3 PE=1 SV=2	TDA3	YHR009C	3.3193804730323e-05	3.33301601885916e-05	3.34996900136649e-05
P38759	Vacuolar protein sorting-associated protein 29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS29 PE=1 SV=1	VPS29	YHR012W	1.58594241555147e-05	1.59554679793693e-05	1.59392498042341e-05
P38764	26S proteasome regulatory subunit RPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN1 PE=1 SV=3	RPN1	YHR027C	0.0004086273817966	0.000407833004324321	0.000407486304894876
P38765	Uncharacterized isomerase YHI9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHI9 PE=1 SV=1	YHI9	YHR029C	0.000110993666023504	0.000106009801515778	0.000108021456901106
P38768	Protein interacting with Hsp90 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIH1 PE=1 SV=1	PIH1	YHR034C	9.27080432831184e-06	9.56205746912297e-06	9.3100969012545e-06
P38770	Nucleus export protein BRL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BRL1 PE=1 SV=1	BRL1	YHR036W	1.09983162110705e-05	1.07582047816247e-05	1.04323453443913e-05
P38771	Ribosome-recycling factor, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRF1 PE=1 SV=1	RRF1	YHR038W	0.00018711632575572	0.000201562495678014	0.000199196604928777
P38772	Box C/D snoRNA protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BCD1 PE=1 SV=1	BCD1	YHR040W	5.72736717028683e-06	5.88505137715422e-06	5.61345766535154e-06
P38773	2-deoxyglucose-6-phosphate phosphatase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOG2 PE=1 SV=1	DOG2	YHR043C	1.72843739258074e-05	1.63826730354143e-05	1.60716753449768e-05
P38775	Putative uncharacterized protein YHR045W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHR045W PE=4 SV=1		YHR045W	1.01312135787186e-05	1.04469495994532e-05	1.02710615545503e-05
P38777	Family of serine hydrolases 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FSH1 PE=1 SV=1	FSH1	YHR049W	5.33653583288805e-05	5.48582592997026e-05	5.24228597036924e-05
P38779	Proteasome-interacting protein CIC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIC1 PE=1 SV=1	CIC1	YHR052W	3.29369452369794e-05	3.35588618442069e-05	3.29197078228739e-05
P38781	Chromatin structure-remodeling complex protein RSC30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC30 PE=1 SV=2	RSC30	YHR056C	2.03450913751338e-05	2.06134480396958e-05	1.99831394836414e-05
P38782	Mediator of RNA polymerase II transcription subunit 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MED6 PE=1 SV=1	MED6	YHR058C	2.41780220904957e-06	2.35139569756641e-06	2.24092685846818e-06
P38783	Protein FYV4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FYV4 PE=1 SV=1	FYV4	YHR059W	3.42737862833493e-05	3.3161649533071e-05	3.13058229926798e-05
P38784	Vacuolar ATPase assembly protein VMA22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA22 PE=1 SV=1	VMA22	YHR060W	1.08969037771749e-05	1.10211373530719e-05	1.07785940413413e-05
P38786	Ribonuclease P/MRP protein subunit RPP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP1 PE=1 SV=1	RPP1	YHR062C	7.08658155695122e-06	7.38558235556056e-06	7.14689311011728e-06
P38787	2-dehydropantoate 2-reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAN5 PE=1 SV=1	PAN5	YHR063C	5.16300176414224e-05	5.19468379847777e-05	5.09691708607861e-05
P38788	Ribosome-associated complex subunit SSZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSZ1 PE=1 SV=2	SSZ1	YHR064C	0.00118667808564256	0.00121684292256104	0.00117868029838341
P38789	Ribosome biogenesis protein SSF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSF1 PE=1 SV=1	SSF1	YHR066W	4.13938477457296e-05	4.42578242999436e-05	4.32891330537282e-05
P38791	Deoxyhypusine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DYS1 PE=1 SV=1	DYS1	YHR068W	0.000178593211254234	0.000183238009650725	0.000175437276756439
P38792	Exosome complex component RRP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP4 PE=1 SV=1	RRP4	YHR069C	0.000102793003419206	0.000101664252791143	0.000103221224950106
P38793	tRNA (guanine(37)-N1)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRM5 PE=1 SV=1	TRM5	YHR070W	3.86732109237281e-05	3.93711797033873e-05	3.95197218915315e-05
P38795	Glutamine-dependent NAD(+) synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QNS1 PE=1 SV=1	QNS1	YHR074W	6.14195633082901e-05	5.94424005265427e-05	6.01667736571791e-05
P38797	Protein phosphatase 2C homolog 7, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTC7 PE=1 SV=2	PTC7	YHR076W	1.85816823488193e-05	1.8110248092475e-05	1.80060138670722e-05
P38798	Nonsense-mediated mRNA decay protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMD2 PE=1 SV=2	NMD2	YHR077C	1.93304322862843e-05	2.01900102785223e-05	2.09235025657954e-05
P38800	Membrane-anchored lipid-binding protein LAM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LAM4 PE=1 SV=1	LAM4	YHR080C	4.34425465645428e-06	4.60065579122346e-06	5.29909016140731e-06
P38801	Exosome complex protein LRP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LRP1 PE=1 SV=1	LRP1	YHR081W	1.52578941917262e-05	1.54343960883305e-05	1.52399852459994e-05
P38803	Pre-rRNA-processing protein IPI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IPI1 PE=1 SV=1	IPI1	YHR085W	1.4108266386712e-05	1.41379797347374e-05	1.40557546816264e-05
P38804	Restriction of telomere capping protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RTC3 PE=1 SV=1	RTC3	YHR087W	2.82572527323392e-05	2.56658452838695e-05	2.56694596333025e-05
P38805	Ribosome production factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPF1 PE=1 SV=1	RPF1	YHR088W	1.91290679669763e-05	1.88475695262554e-05	1.89052092414315e-05
P38806	Chromatin modification-related protein YNG2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNG2 PE=1 SV=1	YNG2	YHR090C	5.18701204409853e-06	3.34600185120092e-06	3.66050896906619e-06
P38809	Uncharacterized protein YHR097C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHR097C PE=1 SV=1		YHR097C	4.812001355323e-06	4.20702153499461e-06	4.61991951131593e-06
P38810	SED5-binding protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SFB3 PE=1 SV=1	SFB3	YHR098C	9.72966685109758e-05	9.8272310047263e-05	9.77851554942009e-05
P38811	Transcription-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRA1 PE=1 SV=1	TRA1	YHR099W	8.10519199350701e-05	8.17238261278607e-05	8.24063426367209e-05
P38812	Phosphatidylglycerophosphatase GEP4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GEP4 PE=1 SV=1	GEP4	YHR100C	2.47283536764313e-06	2.49064772916614e-06	2.53861298938204e-06
P38813	Protein BIG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BIG1 PE=1 SV=1	BIG1	YHR101C	1.54938951880656e-05	1.54950461804008e-05	1.52032658875563e-05
P38814	Protein SBE22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SBE22 PE=1 SV=1	SBE22	YHR103W	1.76619198843642e-05	1.71145230855016e-05	1.6877830355196e-05
P38816	Thioredoxin reductase 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRR2 PE=1 SV=1	TRR2	YHR106W	6.50680717619733e-06	6.70362633501964e-06	6.42925640973112e-06
P38817	ADP-ribosylation factor-binding protein GGA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GGA2 PE=1 SV=1	GGA2	YHR108W	0.000131226139185864	0.000139975265618192	0.000134959121748567
P38818	Cytochrome c lysine N-methyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTM1 PE=1 SV=1	CTM1	YHR109W	6.78603509991524e-07	6.58024148683666e-07	6.51534386897022e-07
P38819	Protein ERP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERP5 PE=1 SV=1	ERP5	YHR110W	5.34201483903923e-07	5.52972133921433e-07	5.2840155782079e-07
