Accession	Description	PrimaryGeneName	GeneName	repl1_g_per_gDW	repl2_g_per_gDW	repl3_g_per_gDW
P39108	Peroxisomal targeting signal 2 receptor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX7 PE=1 SV=1	PEX7	YDR142C	8.09605370571055e-07	6.83938895780629e-07	1.19213743569473e-06
P39109	Metal resistance protein YCF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCF1 PE=1 SV=2	YCF1	YDR135C	7.53820002912117e-05	6.31619237196003e-05	6.81280185554156e-05
P39110	GTP-binding protein CIN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIN4 PE=1 SV=1	CIN4	YMR138W	5.34382413239302e-07	4.85343310071306e-07	4.98268610471374e-07
P39111	V-type proton ATPase subunit F OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA7 PE=1 SV=1	VMA7	YGR020C	7.69247656635094e-05	6.55219006131091e-05	6.96657105985927e-05
P39112	Exoribonuclease II, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DSS1 PE=1 SV=2	DSS1	YMR287C	0.000101198669941761	8.72176480112636e-05	9.42294740435133e-05
P39516	40S ribosomal protein S14-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS14B PE=1 SV=2	RPS14B	YJL191W	0.00118080667529423	0.00100251230874059	0.00106084085652128
P39517	ATP-dependent RNA helicase DHH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DHH1 PE=1 SV=1	DHH1	YDL160C	8.48653955501983e-05	7.46318321458799e-05	7.74052110429754e-05
P39518	Long-chain-fatty-acid--CoA ligase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA2 PE=1 SV=1	FAA2	YER015W	1.9679152375815e-06	1.67903211282348e-06	1.76093634031627e-06
P39521	Pre-rRNA-processing protein FHL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FHL1 PE=1 SV=1	FHL1	YPR104C	6.68984438725165e-05	5.70887970450496e-05	6.15081920569614e-05
P39522	Dihydroxy-acid dehydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV3 PE=1 SV=2	ILV3	YJR016C	0.000296669562624841	0.000254202899782707	0.000274704710498754
P39523	Uncharacterized protein YMR124W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR124W PE=1 SV=2		YMR124W	8.73578270842458e-05	7.12540577221315e-05	7.55987300243339e-05
P39524	Probable phospholipid-transporting ATPase DRS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DRS2 PE=1 SV=2	DRS2	YAL026C	1.27963488586423e-05	1.08537996961752e-05	1.16242210991933e-05
P39525	3-oxoacyl-[acyl-carrier-protein] synthase homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CEM1 PE=1 SV=1	CEM1	YER061C	1.01820028694696e-05	8.95648017090733e-06	9.2993375887503e-06
P39526	AP-1 accessory protein LAA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LAA1 PE=1 SV=1	LAA1	YJL207C	2.45544538464669e-05	2.09713868086516e-05	2.18158115498728e-05
P39529	Putative transcriptional regulatory protein YJL206C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJL206C PE=2 SV=1		YJL206C	2.77536384743152e-07	2.32183648248866e-07	2.81573874621525e-07
P39531	Recyclin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RCY1 PE=1 SV=4	RCY1	YJL204C	7.28892686404362e-06	6.14997614562657e-06	6.74754370181364e-06
P39533	Homocitrate dehydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO2 PE=1 SV=1	ACO2	YJL200C	0.000501984816012082	0.000411293921645502	0.000438227895318074
P39535	Low-affinity phosphate transporter PHO90 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO90 PE=1 SV=1	PHO90	YJL198W	8.65363242188952e-06	7.148761613228e-06	7.78175345593297e-06
P39538	Ubiquitin carboxyl-terminal hydrolase 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP12 PE=1 SV=1	UBP12	YJL197W	1.43211577434886e-05	1.24349158538522e-05	1.32099318849793e-05
P39540	Elongation of fatty acids protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ELO1 PE=1 SV=1	ELO1	YJL196C	7.23403418598879e-05	6.13579536132623e-05	6.29894399221128e-05
P39542	Uncharacterized transporter YJL193W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJL193W PE=1 SV=1		YJL193W	2.99703667307167e-06	2.47581317753629e-06	2.5028097805549e-06
P39676	Flavohemoprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHB1 PE=1 SV=2	YHB1	YGR234W	0.000485784027287136	0.000409506143757966	0.000439932782434367
P39677	Ribosome-releasing factor 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MEF2 PE=1 SV=1	MEF2	YJL102W	6.84973578546216e-06	6.00369579981453e-06	6.50152413106732e-06
P39678	Transcription factor MBP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MBP1 PE=1 SV=1	MBP1	YDL056W	4.5625263308629e-06	3.8227701173688e-06	4.09832033222071e-06
P39682	Pre-mRNA-processing factor 39 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP39 PE=1 SV=1	PRP39	YML046W	4.48771676951769e-06	3.829441819686e-06	4.35524563764234e-06
P39683	Nicotinate phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPT1 PE=1 SV=3	NPT1	YOR209C	6.12422983485301e-05	5.14232318075071e-05	5.52381701494827e-05
P39685	Nucleoporin POM152 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POM152 PE=1 SV=1	POM152	YMR129W	5.27429713982751e-05	4.31081025222381e-05	4.64373200464543e-05
P39692	Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2	MET10	YFR030W	0.000658494184580471	0.000572105676344342	0.0006023765818568
P39702	Vacuolar protein sorting-associated protein 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS8 PE=1 SV=2	VPS8	YAL002W	4.37274036316747e-06	2.37908518908279e-06	2.47172964672744e-06
P39704	Protein ERP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERP2 PE=1 SV=1	ERP2	YAL007C	1.07822887475859e-05	9.86042504034732e-06	9.99174843466231e-06
P39705	Nucleoporin NUP60 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP60 PE=1 SV=1	NUP60	YAR002W	1.24597714593561e-05	1.03873667082649e-05	1.10224452518328e-05
P39707	tRNA-splicing endonuclease subunit SEN34 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEN34 PE=1 SV=1	SEN34	YAR008W	3.30646019581661e-06	2.9145941302067e-06	3.10601934792042e-06
P39714	(R,R)-butanediol dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BDH1 PE=1 SV=2	BDH1	YAL060W	5.41451174960461e-05	4.28459428541996e-05	4.77816952895119e-05
P39715	Shuttling pre-60S factor ECM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM1 PE=1 SV=2	ECM1	YAL059W	1.20692524861608e-05	1.06033493448442e-05	1.12866783276247e-05
P39718	Peroxisome assembly protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX22 PE=1 SV=1	PEX22	YAL055W	9.97478644893284e-07	8.29597834504841e-07	9.19051318873607e-07
P39719	Flavin carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FLC2 PE=1 SV=2	FLC2	YAL053W	2.13140393154606e-05	1.85104798715422e-05	1.95631326933213e-05
P39720	Oleate-activated transcription factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OAF1 PE=1 SV=3	OAF1	YAL051W	1.38468040281426e-05	1.26290757541405e-05	1.2944168443223e-05
P39721	Protein AIM2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM2 PE=1 SV=1	AIM2	YAL049C	5.35627704484144e-06	4.29142589315268e-06	4.48474774321148e-06
P39722	Mitochondrial Rho GTPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GEM1 PE=1 SV=1	GEM1	YAL048C	5.99310167353337e-06	5.29819250720673e-06	6.53376113224746e-06
P39723	Spindle pole component SPC72 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC72 PE=1 SV=2	SPC72	YAL047C	3.97835675328305e-06	3.37788343157289e-06	4.36038330547662e-06
P39726	Glycine cleavage system H protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCV3 PE=1 SV=3	GCV3	YAL044C	7.62412596897072e-05	6.32390610124543e-05	6.90436553021132e-05
P39727	ER-derived vesicles protein ERV46 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERV46 PE=1 SV=2	ERV46	YAL042W	2.71746404350971e-05	2.29785226437208e-05	2.41054351342792e-05
P39729	Ribosome-interacting GTPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RBG1 PE=1 SV=1	RBG1	YAL036C	4.5966763495578e-05	3.89487925389284e-05	4.12043598460529e-05
P39730	Eukaryotic translation initiation factor 5B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUN12 PE=1 SV=2	FUN12	YAL035W	0.000222294839617787	0.000191412484290133	0.000196823827038882
P39731	Kinetochore-associated protein MTW1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTW1 PE=1 SV=2	MTW1	YAL034W-A	1.09440927288662e-06	9.48615907240263e-07	9.86996287644159e-07
P39732	GLC7-interacting protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIP4 PE=1 SV=2	GIP4	YAL031C	4.87770001413922e-06	4.34983908914056e-06	4.76932923565131e-06
P39742	Translocation protein SEC72 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC72 PE=1 SV=3	SEC72	YLR292C	1.57983510853052e-05	1.33863394349681e-05	1.43074981657417e-05
P39743	Reduced viability upon starvation protein 167 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RVS167 PE=1 SV=1	RVS167	YDR388W	1.98400702547176e-05	1.7857316689722e-05	1.82469440331465e-05
P39744	Nucleolar complex protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOC2 PE=1 SV=2	NOC2	YOR206W	5.08952435082438e-05	4.48371925584905e-05	4.5322520504637e-05
P39904	Vacuolar protein sorting-associated protein 52 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS52 PE=1 SV=2	VPS52	YDR484W	4.48232488617803e-06	3.71940735986232e-06	4.1190194932731e-06
P39923	Nitrogen permease regulator 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPR2 PE=1 SV=2	NPR2	YEL062W	3.99399264207111e-06	3.24672668014594e-06	3.51544895410087e-06
P39925	Mitochondrial respiratory chain complexes assembly protein AFG3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AFG3 PE=1 SV=1	AFG3	YER017C	1.65612299165133e-05	1.35019869816727e-05	1.44989544324024e-05
P39926	Protein SSO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSO2 PE=1 SV=2	SSO2	YMR183C	3.15226235644299e-05	2.63291171902302e-05	2.91860164063537e-05
P39927	Protein PTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTI1 PE=1 SV=2	PTI1	YGR156W	1.55405441770361e-05	1.22965685601732e-05	1.38267359292609e-05
P39928	Osmosensing histidine protein kinase SLN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLN1 PE=1 SV=1	SLN1	YIL147C	5.01660499116169e-06	4.3403552534399e-06	4.34264202946443e-06
P39929	Vacuolar-sorting protein SNF7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNF7 PE=1 SV=1	SNF7	YLR025W	2.57696811678552e-05	2.25956127533714e-05	2.40237835042645e-05
P39931	Protein SSP120 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSP120 PE=1 SV=1	SSP120	YLR250W	2.20343820028521e-05	1.8168195627686e-05	1.92392807056763e-05
P39933	Transcription factor IIIA OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PZF1 PE=1 SV=1	PZF1	YPR186C	9.08878414959202e-07	7.95159901440546e-07	8.05059733430126e-07
P39935	Eukaryotic initiation factor 4F subunit p150 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF4631 PE=1 SV=2	TIF4631	YGR162W	0.000218555381258426	0.000189708822793149	0.000199735438477741
P39936	Eukaryotic initiation factor 4F subunit p130 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF4632 PE=1 SV=1	TIF4632	YGL049C	4.65723710340425e-05	4.0295641944639e-05	4.25572512828702e-05
P39937	Protein PAC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAC2 PE=1 SV=1	PAC2	YER007W	1.81460119259715e-06	1.35135755928502e-06	1.65821143428274e-06
P39938	40S ribosomal protein S26-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS26A PE=1 SV=1	RPS26A	YGL189C	0.0031248896717755	0.00272567385375512	0.00282130971699525
P39940	E3 ubiquitin-protein ligase RSP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSP5 PE=1 SV=1	RSP5	YER125W	5.70540164667679e-05	4.71286445006508e-05	5.03190889218194e-05
P39944	Ubiquitin carboxyl-terminal hydrolase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP5 PE=1 SV=1	UBP5	YER144C	1.26251310901789e-06	1.12324700049468e-06	1.27305255652383e-06
P39945	Protein AST2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AST2 PE=1 SV=1	AST2	YER101C	3.18819657654151e-06	2.82883803935843e-06	2.85031107924222e-06
P39952	Mitochondrial inner membrane protein OXA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OXA1 PE=1 SV=1	OXA1	YER154W	9.24031723128592e-06	8.26316432822964e-06	8.6216420643218e-06
P39954	Adenosylhomocysteinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAH1 PE=1 SV=1	SAH1	YER043C	0.0021239421632274	0.00182159441649972	0.00192150084097718
P39955	Protein SAP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAP1 PE=1 SV=1	SAP1	YER047C	1.88777214555262e-06	1.69345782787629e-06	1.64215492415943e-06
P39956	DNA damage-responsive transcriptional repressor RPH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPH1 PE=1 SV=1	RPH1	YER169W	1.08419758209323e-06	9.11427094526611e-07	9.46069358055967e-07
P39958	Rab GDP-dissociation inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDI1 PE=1 SV=1	GDI1	YER136W	3.41881103751141e-05	2.84815794829834e-05	3.06695946312015e-05
P39960	GTPase-activating protein BEM2/IPL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BEM2 PE=1 SV=1	BEM2	YER155C	2.75638652615657e-05	2.28694631001106e-05	2.50355011855034e-05
P39962	Casein kinase I homolog 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCK3 PE=1 SV=2	YCK3	YER123W	1.04707446833555e-05	8.95197392353471e-06	9.33064557364891e-06
P39965	Probable proline--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM10 PE=1 SV=1	AIM10	YER087W	9.54478667093105e-06	8.00855747680877e-06	8.93861078925904e-06
P39966	Protein phosphatase 2C homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTC2 PE=1 SV=1	PTC2	YER089C	4.83662875408708e-05	3.88774899793162e-05	4.26919629458277e-05
P39968	Vacuolar protein 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VAC8 PE=1 SV=3	VAC8	YEL013W	0.000100987839855688	8.49735249556431e-05	8.92714114228982e-05
P39969	Protein BOI2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BOI2 PE=1 SV=1	BOI2	YER114C	1.33323512336133e-05	1.11288947923392e-05	1.20137761183756e-05
P39976	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD3 PE=1 SV=1	DLD3	YEL071W	0.000933705912323909	0.000764053038696239	0.000817384199366104
P39979	D-amino-acid N-acetyltransferase HPA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HPA3 PE=1 SV=2	HPA3	YEL066W	9.92298348575454e-06	8.47628125596654e-06	8.7584512755476e-06
P39984	Histone acetyltransferase type B subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HAT2 PE=1 SV=1	HAT2	YEL056W	1.23219923911043e-05	1.00785672767345e-05	1.09597168662868e-05
P39985	rDNA transcriptional regulator POL5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POL5 PE=1 SV=1	POL5	YEL055C	5.35607890932154e-05	4.48404291514277e-05	5.05330615415375e-05
P39986	Manganese-transporting ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPF1 PE=1 SV=1	SPF1	YEL031W	0.000219623862953944	0.000182776306383198	0.000196723410429735
P39987	Heat shock protein SSC3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM10 PE=3 SV=1	ECM10	YEL030W	0.000156151746957834	0.00013714017419451	0.000145540236808606
P39990	13 kDa ribonucleoprotein-associated protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNU13 PE=1 SV=1	SNU13	YEL026W	0.000222021806583805	0.000193267910438581	0.000200015193536187
P39993	ARF guanine-nucleotide exchange factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GEA2 PE=1 SV=1	GEA2	YEL022W	2.0096698167118e-05	1.7488664833766e-05	1.87103850418258e-05
P39996	Glutathione transferase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GTT3 PE=1 SV=1	GTT3	YEL017W	3.58249805921018e-06	3.0960602270036e-06	3.29545004555468e-06
P39998	Enhancer of mRNA-decapping protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EDC3 PE=1 SV=1	EDC3	YEL015W	2.27266741475371e-05	2.00754938464958e-05	2.12472425250878e-05
P40002	Transcriptional regulator MIT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIT1 PE=1 SV=1	MIT1	YEL007W	2.15983346480789e-05	1.78981932511921e-05	1.89730603592552e-05
P40005	Prefoldin subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIM4 PE=1 SV=2	GIM4	YEL003W	1.58840130931739e-05	1.30440043762009e-05	1.30963994160849e-05
P40006	Increased recombination centers protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IRC22 PE=1 SV=1	IRC22	YEL001C	4.17621195711034e-06	3.83984858240931e-06	3.92472726787863e-06
P40007	Nucleolar protein 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOP16 PE=1 SV=1	NOP16	YER002W	1.1521430226816e-05	9.91166916087808e-06	1.05295287257945e-05
P40008	Protein FMP52, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMP52 PE=1 SV=1	FMP52	YER004W	3.07443469626791e-05	2.57945585090581e-05	2.78139817396512e-05
P40009	Golgi apyrase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YND1 PE=1 SV=1	YND1	YER005W	7.6184815755204e-06	6.61381848966975e-06	6.96392574525453e-06
P40010	Nuclear GTP-binding protein NUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUG1 PE=1 SV=1	NUG1	YER006W	4.13051914780224e-05	3.59098085039886e-05	3.69193627908202e-05
P40011	4-hydroxy-4-methyl-2-oxoglutarate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YER010C PE=1 SV=1		YER010C	8.5931795340454e-06	6.94156812650229e-06	8.03855580681218e-06
P40012	Protoporphyrinogen oxidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM14 PE=1 SV=1	HEM14	YER014W	2.69103171386436e-06	2.3173303078647e-06	2.50891375898091e-06
P40013	Protein BIM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BIM1 PE=1 SV=1	BIM1	YER016W	4.84970112382827e-06	4.04476966497267e-06	4.50494193834177e-06
P40014	Kinetochore protein SPC25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC25 PE=1 SV=1	SPC25	YER018C	3.92766721175717e-06	3.1097807876692e-06	3.34619136682349e-06
P40015	Inositol phosphosphingolipids phospholipase C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ISC1 PE=1 SV=1	ISC1	YER019W	1.40801184011409e-05	1.134231758081e-05	1.17769634266522e-05
P40016	26S proteasome regulatory subunit RPN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN3 PE=1 SV=5	RPN3	YER021W	6.77866291648835e-05	5.63869669661414e-05	6.03222148284883e-05
P40017	Carnitine O-acetyltransferase YAT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAT2 PE=1 SV=1	YAT2	YER024W	9.76886598743257e-06	8.82756523623318e-06	8.56185498773206e-06
P40018	Small nuclear ribonucleoprotein-associated protein B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMB1 PE=1 SV=1	SMB1	YER029C	7.43862985594691e-06	6.47275788252382e-06	6.80633539115834e-06
P40019	Histone H2A.Z-specific chaperone CHZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHZ1 PE=1 SV=2	CHZ1	YER030W	1.81674059925198e-05	1.60982162467927e-05	1.61913303204323e-05
P40020	Factor interacting with REF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FIR1 PE=1 SV=3	FIR1	YER032W	1.849589201596e-06	1.52541126821074e-06	1.65895499409084e-06
P40021	Zinc-regulated protein 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZRG8 PE=1 SV=1	ZRG8	YER033C	2.92444775558992e-06	2.26161242669174e-06	2.39118877689443e-06
P40022	Uncharacterized protein YER034W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YER034W PE=1 SV=1		YER034W	3.50907227769124e-06	2.86127876796007e-06	3.11916979042812e-06
P40024	ABC transporter ATP-binding protein ARB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARB1 PE=1 SV=1	ARB1	YER036C	0.000276465827239263	0.000231050579676457	0.000246202912978318
P40029	Peptide methionine sulfoxide reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MXR1 PE=1 SV=1	MXR1	YER042W	4.69833414451215e-05	3.7377701830822e-05	4.06396279954026e-05
P40030	Ergosterol biosynthetic protein 28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG28 PE=1 SV=1	ERG28	YER044C	3.71456799479116e-05	3.14094371370815e-05	3.34315979105951e-05
P40032	Prolyl 3,4-dihydroxylase TPA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPA1 PE=1 SV=1	TPA1	YER049W	0.000109892213025907	8.95298236842133e-05	9.51350520130556e-05
P40033	37S ribosomal protein RSM18, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM18 PE=1 SV=2	RSM18	YER050C	5.37631815753299e-06	4.82716920259308e-06	4.86905987549987e-06
P40035	Mitochondrial phosphate carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIC2 PE=1 SV=1	PIC2	YER053C	1.08916939131124e-06	9.06338366106056e-07	9.22144812241401e-07
P40037	Protein HMF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HMF1 PE=1 SV=1	HMF1	YER057C	8.39834551319699e-05	6.3157207847227e-05	7.36418823162862e-05
P40038	PHO85 cyclin-6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCL6 PE=1 SV=1	PCL6	YER059W	2.32327868824759e-06	1.87157023425016e-06	2.06934563517343e-06
P40040	Protein THO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THO1 PE=1 SV=1	THO1	YER063W	7.0143714994023e-05	5.62535273818934e-05	6.04787895643362e-05
P40043	Respiratory growth induced protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RGI1 PE=1 SV=1	RGI1	YER067W	3.39908574142959e-06	2.92444037307308e-06	2.94263936415933e-06
P40045	Topoisomerase I damage affected protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDA2 PE=1 SV=1	TDA2	YER071C	2.46799756374629e-06	2.20207625864443e-06	2.35825229011845e-06
P40046	Vacuolar transporter chaperone 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VTC1 PE=1 SV=3	VTC1	YER072W	7.7277054933451e-06	6.47693757469285e-06	6.41549490443205e-06
